Fondsposition per,"13.Okt.2020"
 
Emittententicker,Name,Anlageklasse,Gewichtung (%),Kurs,Nominale,Marktwert,Nominalwert,Sektor,ISIN,Börse,Standort,Marktwährung
"PKG","PACKAGING CORP OF AMERICA","Aktien","0,13","116,40","1.554","180.886","180.885,60","Materialien","US6951561090","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"NN","NN GROUP NV","Aktien","0,13","38,93","4.631","180.291","180.291,13","Financials","NL0010773842","Euronext Amsterdam","Niederlande","EUR"
"HAS","HASBRO INC","Aktien","0,13","86,89","2.062","179.167","179.167,18","Zyklische Konsumgüter ","US4180561072","NASDAQ","Vereinigte Staaten","USD"
"PFG","PRINCIPAL FINANCIAL GROUP INC","Aktien","0,13","41,25","4.335","178.819","178.818,75","Financials","US74251V1026","NASDAQ","Vereinigte Staaten","USD"
"3407","ASAHI KASEI CORP","Aktien","0,12","8,83","19.900","175.646","175.646,47","Materialien","JP3111200006","Tokyo Stock Exchange","Japan","JPY"
"SRG","SNAM","Aktien","0,12","5,18","33.871","175.302","175.302,10","Versorger","IT0003153415","Borsa Italiana","Italien","EUR"
"SCHW","CHARLES SCHWAB CORP","Aktien","0,12","37,61","4.646","174.736","174.736,06","Financials","US8085131055","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"SHL","SONIC HEALTHCARE LTD","Aktien","0,12","24,87","6.987","173.775","173.775,25","Gesundheitsversorgung","AU000000SHL7","Asx - All Markets","Australien","AUD"
"1928","SEKISUI HOUSE LTD","Aktien","0,12","16,87","10.300","173.724","173.724,36","Zyklische Konsumgüter ","JP3420600003","Tokyo Stock Exchange","Japan","JPY"
"2388","BOC HONG KONG HOLDINGS LTD","Aktien","0,12","2,79","59.500","166.216","166.216,13","Financials","HK2388011192","Hong Kong Exchanges And Clearing Ltd","Hongkong","HKD"
"TRN","TERNA RETE ELETTRICA NAZIONALE","Aktien","0,12","7,21","22.964","165.643","165.643,12","Versorger","IT0003242622","Borsa Italiana","Italien","EUR"
"6988","NITTO DENKO CORP","Aktien","0,12","67,84","2.400","162.828","162.827,50","Materialien","JP3684000007","Tokyo Stock Exchange","Japan","JPY"
"NTAP","NETAPP INC","Aktien","0,11","46,88","3.438","161.173","161.173,44","IT","US64110D1046","NASDAQ","Vereinigte Staaten","USD"
"FORTUM","FORTUM","Aktien","0,11","21,20","7.287","154.469","154.469,24","Versorger","FI0009007132","Nasdaq Omx Helsinki Ltd.","Finnland","EUR"
"HBAN","HUNTINGTON BANCSHARES INC","Aktien","0,11","9,56","15.930","152.291","152.290,80","Financials","US4461501045","NASDAQ","Vereinigte Staaten","USD"
"HNR1","HANNOVER RUECK","Aktien","0,11","153,85","986","151.693","151.692,55","Financials","DE0008402215","Xetra","Deutschland","EUR"
"JPY","JPY CASH","Geldmarkt","0,11","0,95","15.986.087","151.477","151.476,64","Cash und/oder Derivate","-","-","Japan","JPY"
"J36","JARDINE MATHESON HOLDINGS LTD","Aktien","0,11","42,57","3.500","148.995","148.995,00","Industrie","BMG507361001","Singapore Exchange","Hongkong","USD"
"CPB","CAMPBELL SOUP","Aktien","0,11","49,61","2.983","147.987","147.986,63","Nichtzyklische Konsumgüter","US1344291091","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"ENR","SIEMENS ENERGY N AG","Aktien","0,10","25,50","5.766","147.011","147.011,23","Industrie","DE000ENER6Y0","Xetra","Deutschland","EUR"
"WRB","WR BERKLEY CORP","Aktien","0,10","62,33","2.328","145.104","145.104,24","Financials","US0844231029","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"PNDORA","PANDORA","Aktien","0,10","91,48","1.585","144.992","144.992,31","Zyklische Konsumgüter ","DK0060252690","Omx Nordic Exchange Copenhagen A/S","Dänemark","DKK"
"PNW","PINNACLE WEST CORP","Aktien","0,10","80,73","1.792","144.668","144.668,16","Versorger","US7234841010","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"WU","WESTERN UNION","Aktien","0,10","21,65","6.516","141.071","141.071,40","IT","US9598021098","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"FNF","FIDELITY NATIONAL FINANCIAL INC","Aktien","0,10","33,46","4.213","140.967","140.966,98","Financials","US31620R3030","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"5802","SUMITOMO ELECTRIC INDUSTRIES LTD","Aktien","0,10","11,28","12.400","139.880","139.879,66","Zyklische Konsumgüter ","JP3407400005","Tokyo Stock Exchange","Japan","JPY"
"ELE","ENDESA SA","Aktien","0,10","27,88","4.975","138.704","138.704,27","Versorger","ES0130670112","Bolsa De Madrid","Spanien","EUR"
"ELISA","ELISA","Aktien","0,10","59,94","2.283","136.846","136.846,16","Kommunikation","FI0009007884","Nasdaq Omx Helsinki Ltd.","Finnland","EUR"
"IAG","INSURANCE AUSTRALIA GROUP LTD","Aktien","0,10","3,51","38.696","135.903","135.903,25","Financials","AU000000IAG3","Asx - All Markets","Australien","AUD"
"ADEN","ADECCO GROUP AG","Aktien","0,10","56,29","2.401","135.158","135.158,07","Industrie","CH0012138605","Six Swiss Exchange Ag","Schweiz","CHF"
"BRBY","BURBERRY GROUP PLC","Aktien","0,09","20,48","6.422","131.516","131.515,64","Zyklische Konsumgüter ","GB0031743007","London Stock Exchange","Vereinigtes Königreich","GBP"
"BOL","BOLIDEN","Aktien","0,09","28,99","4.506","130.617","130.616,86","Materialien","SE0012455673","Nasdaq Omx Nordic","Schweden","SEK"
"CCEP","COCA COLA EUROPEAN PARTNERS PLC","Aktien","0,09","39,98","3.255","130.135","130.134,90","Nichtzyklische Konsumgüter","GB00BDCPN049","New York Stock Exchange Inc.","Niederlande","USD"
"SJR.B","SHAW COMMUNICATIONS INC CLASS B","Aktien","0,09","17,74","7.304","129.581","129.580,82","Kommunikation","CA82028K2002","Toronto Stock Exchange","Kanada","CAD"
"PUB","PUBLICIS GROUPE SA","Aktien","0,09","35,95","3.589","129.019","129.018,75","Kommunikation","FR0000130577","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"4188","MITSUBISHI CHEMICAL CORP","Aktien","0,09","5,91","21.500","127.063","127.062,59","Materialien","JP3897700005","Tokyo Stock Exchange","Japan","JPY"
"6","POWER ASSETS HOLDINGS LTD","Aktien","0,09","5,37","23.500","126.142","126.141,94","Versorger","HK0006000050","Hong Kong Exchanges And Clearing Ltd","Hongkong","HKD"
"MOWI","MOWI","Aktien","0,09","18,54","6.713","124.455","124.455,15","Nichtzyklische Konsumgüter","NO0003054108","Oslo Bors Asa","Norwegen","NOK"
"SLA","STANDARD LIFE ABERDEEN PLC","Aktien","0,09","3,18","39.131","124.295","124.294,75","Financials","GB00BF8Q6K64","London Stock Exchange","Vereinigtes Königreich","GBP"
"SNA","SNAP ON INC","Aktien","0,09","155,47","799","124.221","124.220,53","Industrie","US8330341012","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"288","WH GROUP LTD","Aktien","0,09","0,81","151.500","122.373","122.372,90","Nichtzyklische Konsumgüter","KYG960071028","Hong Kong Exchanges And Clearing Ltd","Hongkong","HKD"
"T","TELUS CORP","Aktien","0,09","18,35","6.656","122.137","122.137,27","Kommunikation","CA87971M1032","Toronto Stock Exchange","Kanada","CAD"
"EMSN","EMS-CHEMIE HOLDING AG","Aktien","0,09","957,54","127","121.608","121.607,57","Materialien","CH0016440353","SIX Swiss Exchange","Schweiz","CHF"
"BDEV","BARRATT DEVELOPMENTS PLC","Aktien","0,09","7,06","17.158","121.166","121.166,14","Zyklische Konsumgüter ","GB0000811801","London Stock Exchange","Vereinigtes Königreich","GBP"
"ACS","ACS ACTIVIDADES DE CONSTRUCCION Y","Aktien","0,09","27,57","4.374","120.613","120.612,67","Industrie","ES0167050915","Bolsa De Madrid","Spanien","EUR"
"SMIN","SMITHS GROUP PLC","Aktien","0,09","18,01","6.642","119.590","119.589,80","Industrie","GB00B1WY2338","London Stock Exchange","Vereinigtes Königreich","GBP"
"ORK","ORKLA","Aktien","0,08","10,21","11.601","118.392","118.392,46","Nichtzyklische Konsumgüter","NO0003733800","Oslo Bors Asa","Norwegen","NOK"
"BEN","FRANKLIN RESOURCES INC","Aktien","0,08","23,16","5.001","115.823","115.823,16","Financials","US3546131018","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"1997","WHARF REAL ESTATE INVESTMENT COMPA","Aktien","0,08","3,97","29.000","115.252","115.251,61","Immobilien","KYG9593A1040","Hong Kong Exchanges And Clearing Ltd","Hongkong","HKD"
"17","NEW WORLD DEVELOPMENT COMPANY LTD","Aktien","0,08","4,98","23.000","114.555","114.554,84","Immobilien","HK0000608585","Hong Kong Exchanges And Clearing Ltd","Hongkong","HKD"
"SPSN","SWISS PRIME SITE AG","Aktien","0,08","90,88","1.255","114.060","114.059,70","Immobilien","CH0008038389","SIX Swiss Exchange","Schweiz","CHF"
"JNPR","JUNIPER NETWORKS INC","Aktien","0,08","22,33","5.106","114.017","114.016,98","IT","US48203R1041","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"RGA","REINSURANCE GROUP OF AMERICA INC","Aktien","0,08","103,68","1.098","113.841","113.840,64","Financials","US7593516047","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"LUMI","BANK LEUMI LE ISRAEL","Aktien","0,08","4,73","23.979","113.313","113.313,35","Financials","IL0006046119","Tel Aviv Stock Exchange","Israel","ILS"
"BALN","BALOISE HOLDING AG","Aktien","0,08","147,30","759","111.798","111.798,42","Financials","CH0012410517","SIX Swiss Exchange","Schweiz","CHF"
"BCE","BCE INC","Aktien","0,08","43,03","2.596","111.712","111.711,58","Kommunikation","CA05534B7604","Toronto Stock Exchange","Kanada","CAD"
"1801","TAISEI CORP","Aktien","0,08","33,73","3.300","111.319","111.318,52","Industrie","JP3443600006","Tokyo Stock Exchange","Japan","JPY"
"IPG","INTERPUBLIC GROUP OF COMPANIES INC","Aktien","0,08","17,93","6.100","109.373","109.373,00","Kommunikation","US4606901001","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"SW","SODEXO SA","Aktien","0,08","73,52","1.475","108.438","108.438,22","Zyklische Konsumgüter ","FR0000121220","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"REE","RED ELECTRICA SA","Aktien","0,08","18,71","5.776","108.059","108.058,52","Versorger","ES0173093024","Bolsa De Madrid","Spanien","EUR"
"SOLB","SOLVAY SA","Aktien","0,08","90,36","1.194","107.888","107.887,85","Materialien","BE0003470755","Nyse Euronext - Euronext Brussels","Belgien","EUR"
"ADM","ADMIRAL GROUP PLC","Aktien","0,08","35,13","3.009","105.698","105.697,53","Financials","GB00B02J6398","London Stock Exchange","Vereinigtes Königreich","GBP"
"LNC","LINCOLN NATIONAL CORP","Aktien","0,07","34,01","3.101","105.465","105.465,01","Financials","US5341871094","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"OGE","OGE ENERGY CORP","Aktien","0,07","31,14","3.277","102.046","102.045,78","Versorger","US6708371033","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"CTC.A","CANADIAN TIRE LTD CLASS A","Aktien","0,07","108,27","919","99.496","99.495,97","Zyklische Konsumgüter ","CA1366812024","Toronto Stock Exchange","Kanada","CAD"
"MFG","MAGELLAN FINANCIAL GROUP LTD","Aktien","0,07","46,02","2.131","98.059","98.058,71","Financials","AU000000MFG4","Asx - All Markets","Australien","AUD"
"AT1","AROUNDTOWN PROPERTY HOLDINGS SA","Aktien","0,07","5,35","18.295","97.910","97.910,10","Immobilien","LU1673108939","Xetra","Deutschland","EUR"
"1878","DAITO TRUST CONSTRUCTION LTD","Aktien","0,07","88,98","1.100","97.873","97.872,74","Immobilien","JP3486800000","Tokyo Stock Exchange","Japan","JPY"
"JMAT","JOHNSON MATTHEY PLC","Aktien","0,07","30,98","3.069","95.092","95.091,73","Materialien","GB00BZ4BQC70","London Stock Exchange","Vereinigtes Königreich","GBP"
"4204","SEKISUI CHEMICAL LTD","Aktien","0,07","16,63","5.700","94.788","94.788,46","Zyklische Konsumgüter ","JP3419400001","Tokyo Stock Exchange","Japan","JPY"
"101","HANG LUNG PROPERTIES LTD","Aktien","0,07","2,65","35.000","92.806","92.806,45","Immobilien","HK0101000591","Hong Kong Exchanges And Clearing Ltd","Hongkong","HKD"
"AZJ","AURIZON HOLDINGS LTD","Aktien","0,07","3,05","30.346","92.657","92.657,11","Industrie","AU000000AZJ1","Asx - All Markets","Australien","AUD"
"SYD","SYDNEY AIRPORT STAPLED UNITS LTD","Aktien","0,07","4,41","20.979","92.476","92.475,69","Industrie","AU000000SYD9","Asx - All Markets","Australien","AUD"
"5201","AGC INC","Aktien","0,07","29,80","3.100","92.382","92.381,67","Industrie","JP3112000009","Tokyo Stock Exchange","Japan","JPY"
"SPK","SPARK NEW ZEALAND LTD","Aktien","0,07","3,10","29.760","92.331","92.330,83","Kommunikation","NZTELE0001S4","New Zealand Exchange Ltd","Neuseeland","NZD"
"8795","T&D HOLDINGS INC","Aktien","0,07","10,33","8.900","91.922","91.922,11","Financials","JP3539220008","Tokyo Stock Exchange","Japan","JPY"
"GWO","GREAT WEST LIFECO INC","Aktien","0,07","20,82","4.399","91.569","91.569,11","Financials","CA39138C1068","Toronto Stock Exchange","Kanada","CAD"
"ICSUAGD","BLK ICS USD LIQ AGENCY DIS","Money Market","0,07","1,00","91.491","91.491","91.490,66","Cash und/oder Derivate","IE00B50QMP13","-","Irland","USD"
"1802","OBAYASHI CORP","Aktien","0,06","8,87","10.300","91.352","91.351,68","Industrie","JP3190000004","Tokyo Stock Exchange","Japan","JPY"
"4005","SUMITOMO CHEMICAL LTD","Aktien","0,06","3,50","25.600","89.510","89.509,64","Materialien","JP3401400001","Tokyo Stock Exchange","Japan","JPY"
"AFG","AMERICAN FINANCIAL GROUP INC","Aktien","0,06","71,39","1.243","88.738","88.737,77","Financials","US0259321042","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"MNG","M&G PLC","Aktien","0,06","2,12","41.293","87.379","87.378,82","Financials","GB00BKFB1C65","London Stock Exchange","Vereinigtes Königreich","GBP"
"ICA","ICA GRUPPEN","Aktien","0,06","53,41","1.614","86.201","86.201,24","Nichtzyklische Konsumgüter","SE0000652216","Nasdaq Omx Nordic","Schweden","SEK"
"4185","JSR CORP","Aktien","0,06","24,39","3.500","85.365","85.365,04","Materialien","JP3385980002","Tokyo Stock Exchange","Japan","JPY"
"MPL","MEDIBANK PRIVATE LTD","Aktien","0,06","1,89","44.790","84.432","84.431,50","Financials","AU000000MPL3","Asx - All Markets","Australien","AUD"
"TW.","TAYLOR WIMPEY PLC","Aktien","0,06","1,53","55.316","84.368","84.368,28","Zyklische Konsumgüter ","GB0008782301","London Stock Exchange","Vereinigtes Königreich","GBP"
"1605","INPEX CORP","Aktien","0,06","5,29","15.800","83.525","83.525,09","Energie","JP3294460005","Tokyo Stock Exchange","Japan","JPY"
"4183","MITSUI CHEMICALS INC","Aktien","0,06","25,24","3.300","83.301","83.301,27","Materialien","JP3888300005","Tokyo Stock Exchange","Japan","JPY"
"12","HENDERSON LAND DEVELOPMENT LTD","Aktien","0,06","3,79","21.820","82.775","82.775,23","Immobilien","HK0012000102","Hong Kong Exchanges And Clearing Ltd","Hongkong","HKD"
"EWBC","EAST WEST BANCORP INC","Aktien","0,06","36,49","2.218","80.935","80.934,82","Financials","US27579R1041","NASDAQ","Vereinigte Staaten","USD"
"GALP","GALP ENERGIA SGPS SA","Aktien","0,06","9,67","8.358","80.822","80.821,94","Energie","PTGAL0AM0009","Nyse Euronext - Euronext Lisbon","Portugal","EUR"
"7202","ISUZU MOTORS LTD","Aktien","0,06","9,09","8.800","79.983","79.982,57","Zyklische Konsumgüter ","JP3137200006","Tokyo Stock Exchange","Japan","JPY"
"INGR","INGREDION INC","Aktien","0,06","77,47","1.021","79.097","79.096,87","Nichtzyklische Konsumgüter","US4571871023","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"7259","AISIN SEIKI LTD","Aktien","0,06","31,32","2.500","78.292","78.291,56","Zyklische Konsumgüter ","JP3102000001","Tokyo Stock Exchange","Japan","JPY"
"ZION","ZIONS BANCORPORATION","Aktien","0,05","30,53","2.516","76.813","76.813,48","Financials","US9897011071","NASDAQ","Vereinigte Staaten","USD"
"TWE","TREASURY WINE ESTATES LTD","Aktien","0,05","6,64","11.450","75.995","75.994,85","Nichtzyklische Konsumgüter","AU000000TWE9","Asx - All Markets","Australien","AUD"
"SDR","SCHRODERS PLC","Aktien","0,05","36,52","2.034","74.275","74.274,83","Financials","GB0002405495","London Stock Exchange","Vereinigtes Königreich","GBP"
"CPU","COMPUTERSHARE LTD","Aktien","0,05","9,54","7.742","73.858","73.858,23","IT","AU000000CPU5","Asx - All Markets","Australien","AUD"
"6823","HKT TRUST AND HKT UNITS LTD","Aktien","0,05","1,32","56.000","73.848","73.847,74","Kommunikation","HK0000093390","Hong Kong Exchanges And Clearing Ltd","Hongkong","HKD"
"H78","HONGKONG LAND HOLDINGS LTD","Aktien","0,05","3,81","19.300","73.533","73.533,00","Immobilien","BMG4587L1090","Singapore Exchange","Hongkong","USD"
"PBCT","PEOPLES UNITED FINANCIAL INC","Aktien","0,05","10,42","6.882","71.710","71.710,44","Financials","US7127041058","NASDAQ","Vereinigte Staaten","USD"
"S68","SINGAPORE EXCHANGE LTD","Aktien","0,05","6,79","10.200","69.285","69.284,72","Financials","SG1J26887955","Singapore Exchange","Singapur","SGD"
"IPL","INTER PIPELINE LTD","Aktien","0,05","9,84","6.879","67.696","67.695,77","Energie","CA45833V1094","Toronto Stock Exchange","Kanada","CAD"
"9062","NIPPON EXPRESS LTD","Aktien","0,05","56,38","1.200","67.655","67.655,28","Industrie","JP3729400006","Tokyo Stock Exchange","Japan","JPY"
"CCL","COCA-COLA AMATIL LTD","Aktien","0,05","7,38","8.801","64.974","64.973,60","Nichtzyklische Konsumgüter","AU000000CCL2","Asx - All Markets","Australien","AUD"
"HSBFT","CASH COLLATERAL USD HSBFT","Cash Collateral and Margins","0,05","100,00","64.000","64.000","64.000,00","Cash und/oder Derivate","-","-","Vereinigte Staaten","USD"
"LUNE","LUNDIN ENERGY","Aktien","0,04","21,33","2.957","63.077","63.077,47","Energie","SE0000825820","Nasdaq Omx Nordic","Schweden","SEK"
"83","SINO LAND LTD","Aktien","0,04","1,28","48.000","61.626","61.625,81","Immobilien","HK0083000502","Hong Kong Exchanges And Clearing Ltd","Hongkong","HKD"
"IAG","IA FINANCIAL INC","Aktien","0,04","35,24","1.740","61.315","61.315,17","Financials","CA45075E1043","Toronto Stock Exchange","Kanada","CAD"
"5333","NGK INSULATORS LTD","Aktien","0,04","14,14","4.300","60.791","60.791,21","Industrie","JP3695200000","Tokyo Stock Exchange","Japan","JPY"
"TRYG","TRYG","Aktien","0,04","32,53","1.853","60.284","60.283,93","Financials","DK0060636678","Omx Nordic Exchange Copenhagen A/S","Dänemark","DKK"
"4042","TOSOH CORP","Aktien","0,04","16,17","3.700","59.811","59.811,44","Materialien","JP3595200001","Tokyo Stock Exchange","Japan","JPY"
"4732","USS LTD","Aktien","0,04","18,67","3.200","59.734","59.733,74","Zyklische Konsumgüter ","JP3944130008","Tokyo Stock Exchange","Japan","JPY"
"7272","YAMAHA MOTOR LTD","Aktien","0,04","14,91","4.000","59.658","59.657,93","Zyklische Konsumgüter ","JP3942800008","Tokyo Stock Exchange","Japan","JPY"
"EO","FAURECIA","Aktien","0,04","44,13","1.304","57.551","57.550,67","Zyklische Konsumgüter ","FR0000121147","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"522","ASM PACIFIC TECHNOLOGY LTD","Aktien","0,04","10,90","5.200","56.697","56.696,77","IT","KYG0535Q1331","Hong Kong Exchanges And Clearing Ltd","Hongkong","HKD"
"6448","BROTHER INDUSTRIES LTD","Aktien","0,04","15,99","3.500","55.981","55.981,43","IT","JP3830000000","Tokyo Stock Exchange","Japan","JPY"
"KEY","KEYERA CORP","Aktien","0,04","16,13","3.424","55.221","55.220,76","Energie","CA4932711001","Toronto Stock Exchange","Kanada","CAD"
"3405","KURARAY LTD","Aktien","0,04","10,07","5.300","53.384","53.384,19","Materialien","JP3269600007","Tokyo Stock Exchange","Japan","JPY"
"PROX","PROXIMUS NV","Aktien","0,04","20,18","2.625","52.978","52.977,92","Kommunikation","BE0003810273","Nyse Euronext - Euronext Brussels","Belgien","EUR"
"RL","RALPH LAUREN CORP CLASS A","Aktien","0,04","72,25","732","52.887","52.887,00","Zyklische Konsumgüter ","US7512121010","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"GBP","GBP CASH","Geldmarkt","0,04","129,86","39.561","51.373","51.373,40","Cash und/oder Derivate","-","-","Vereinigtes Königreich","GBP"
"6113","AMADA LTD","Aktien","0,04","9,47","5.400","51.117","51.116,69","Industrie","JP3122800000","Tokyo Stock Exchange","Japan","JPY"
"QAN","QANTAS AIRWAYS LTD","Aktien","0,04","3,08","16.322","50.305","50.304,81","Industrie","AU000000QAN2","Asx - All Markets","Australien","AUD"
"1038","CHEUNG KONG INFRASTRUCTURE HOLDING","Aktien","0,04","4,75","10.500","49.858","49.858,06","Versorger","BMG2178K1009","Hong Kong Exchanges And Clearing Ltd","Hongkong","HKD"
"1972","SWIRE PROPERTIES LTD","Aktien","0,03","2,66","18.000","47.961","47.961,29","Immobilien","HK0000063609","Hong Kong Exchanges And Clearing Ltd","Hongkong","HKD"
"3291","IIDA GROUP HOLDINGS LTD","Aktien","0,03","19,28","2.400","46.278","46.278,49","Zyklische Konsumgüter ","JP3131090007","Tokyo Stock Exchange","Japan","JPY"
"ENG","ENAGAS SA","Aktien","0,03","22,99","1.966","45.208","45.207,68","Versorger","ES0130960018","Bolsa De Madrid","Spanien","EUR"
"6471","NSK LTD","Aktien","0,03","7,96","5.500","43.777","43.776,95","Industrie","JP3720800006","Tokyo Stock Exchange","Japan","JPY"
"6724","SEIKO EPSON CORP","Aktien","0,03","10,81","4.000","43.246","43.246,32","IT","JP3414750004","Tokyo Stock Exchange","Japan","JPY"
"4182","MITSUBISHI GAS CHEMICAL INC","Aktien","0,03","19,13","2.200","42.088","42.088,41","Materialien","JP3896800004","Tokyo Stock Exchange","Japan","JPY"
"6302","SUMITOMO HEAVY INDUSTRIES LTD","Aktien","0,03","22,96","1.800","41.327","41.326,57","Industrie","JP3405400007","Tokyo Stock Exchange","Japan","JPY"
"CWN","CROWN RESORTS LTD","Aktien","0,03","6,39","6.341","40.541","40.540,61","Zyklische Konsumgüter ","AU000000CWN6","Asx - All Markets","Australien","AUD"
"9201","JAPAN AIRLINES LTD","Aktien","0,03","19,80","1.800","35.638","35.638,41","Industrie","JP3705200008","Tokyo Stock Exchange","Japan","JPY"
"5334","NGK SPARK PLUG LTD","Aktien","0,03","17,73","2.000","35.457","35.457,43","Zyklische Konsumgüter ","JP3738600000","Tokyo Stock Exchange","Japan","JPY"
"MCY","MERCURY NZ LTD","Aktien","0,02","3,66","9.586","35.090","35.090,21","Versorger","NZMRPE0001S2","New Zealand Exchange Ltd","Neuseeland","NZD"
"HOT","HOCHTIEF AG","Aktien","0,02","83,79","416","34.858","34.858,07","Industrie","DE0006070006","Xetra","Deutschland","EUR"
"AUD","AUD CASH","Geldmarkt","0,02","71,67","47.987","34.395","34.394,70","Cash und/oder Derivate","-","-","Australien","AUD"
"7731","NIKON CORP","Aktien","0,02","6,44","5.300","34.150","34.149,81","Zyklische Konsumgüter ","JP3657400002","Tokyo Stock Exchange","Japan","JPY"
"MAP","MAPFRE SA","Aktien","0,02","1,58","21.236","33.544","33.543,71","Financials","ES0124244E34","Bolsa De Madrid","Spanien","EUR"
"880","SJM HLDGS LTD","Aktien","0,02","1,13","29.000","32.630","32.629,68","Zyklische Konsumgüter ","HK0880043028","Hong Kong Exchanges And Clearing Ltd","Hongkong","HKD"
"CAD","CAD CASH","Geldmarkt","0,02","76,11","40.241","30.627","30.627,00","Cash und/oder Derivate","-","-","Kanada","CAD"
"5110","SUMITOMO RUBBER INDUSTRIES LTD","Aktien","0,02","9,17","3.300","30.269","30.268,63","Zyklische Konsumgüter ","JP3404200002","Tokyo Stock Exchange","Japan","JPY"
"6473","JTEKT CORP","Aktien","0,02","8,31","3.500","29.085","29.085,14","Zyklische Konsumgüter ","JP3292200007","Tokyo Stock Exchange","Japan","JPY"
"IGM","IGM FINANCIAL INC","Aktien","0,02","24,33","1.163","28.298","28.298,28","Financials","CA4495861060","Toronto Stock Exchange","Kanada","CAD"
"4202","DAICEL CORP","Aktien","0,02","7,59","3.700","28.083","28.082,63","Materialien","JP3485800001","Tokyo Stock Exchange","Japan","JPY"
"4927","POLA ORBIS HOLDINGS INC","Aktien","0,02","20,41","1.300","26.533","26.533,38","Nichtzyklische Konsumgüter","JP3855900001","Tokyo Stock Exchange","Japan","JPY"
"SOL","WASHINGTON H SOUL PATTINSON & COMP","Aktien","0,02","18,56","1.414","26.249","26.249,25","Energie","AU000000SOL3","Asx - All Markets","Australien","AUD"
"B4B","METRO AG","Aktien","0,02","9,98","2.451","24.450","24.449,59","Nichtzyklische Konsumgüter","DE000BFB0019","Xetra","Deutschland","EUR"
"683","KERRY PROPERTIES LTD","Aktien","0,02","2,55","9.500","24.246","24.246,45","Immobilien","BMG524401079","Hong Kong Exchanges And Clearing Ltd","Hongkong","HKD"
"8410","SEVEN BANK LTD","Aktien","0,02","2,46","9.100","22.419","22.419,10","Financials","JP3105220002","Tokyo Stock Exchange","Japan","JPY"
"5101","YOKOHAMA RUBBER LTD","Aktien","0,02","14,01","1.600","22.423","22.422,89","Zyklische Konsumgüter ","JP3955800002","Tokyo Stock Exchange","Japan","JPY"
"CHF","CHF CASH","Geldmarkt","0,02","109,43","20.421","22.348","22.347,58","Cash und/oder Derivate","-","-","Schweiz","CHF"
"EUR","EUR CASH","Geldmarkt","0,02","117,44","18.251","21.433","21.433,45","Cash und/oder Derivate","-","-","Europäische Union","EUR"
"SGD","SGD CASH","Geldmarkt","0,01","73,51","17.188","12.636","12.635,57","Cash und/oder Derivate","-","-","Singapur","SGD"
"HSBFT","CASH COLLATERAL EUR HSBFT","Cash Collateral and Margins","0,01","117,44","9.000","10.570","10.569,60","Cash und/oder Derivate","-","-","Europäische Union","EUR"
"HKD","HKD CASH","Geldmarkt","0,00","12,90","42.060","5.427","5.427,12","Cash und/oder Derivate","-","-","Hongkong","HKD"
"NZD","NZD CASH","Geldmarkt","0,00","66,44","6.418","4.264","4.264,04","Cash und/oder Derivate","-","-","Neuseeland","NZD"
"NOK","NOK CASH","Geldmarkt","0,00","10,85","37.656","4.087","4.087,38","Cash und/oder Derivate","-","-","Norwegen","NOK"
"SEK","SEK CASH","Geldmarkt","0,00","11,36","28.049","3.186","3.186,02","Cash und/oder Derivate","-","-","Schweden","SEK"
"ILS","ILS CASH","Geldmarkt","0,00","29,50","6.841","2.018","2.018,03","Cash und/oder Derivate","-","-","Israel","ILS"
"DKK","DKK CASH","Geldmarkt","0,00","15,78","2.821","445","445,04","Cash und/oder Derivate","-","-","Dänemark","DKK"
"IDX0","IBEX MINI IDX NOV 20","Futures","0,00","8.043,45","9","0","72.391,19","Cash und/oder Derivate","ES0B00067313","Meff Renta Variable","-","EUR"
"MFSZ0","MSCI EAFE INDEX DEC 20","Futures","0,00","1.901,00","3","0","285.150,00","Cash und/oder Derivate","-","Ice Futures U.S.","-","USD"
"ESZ0","S&P500 EMINI DEC 20","Futures","0,00","3.504,80","3","0","525.720,00","Cash und/oder Derivate","-","Index And Options Market","-","USD"
 
