Fondsposition per,"13.Okt.2020"
 
Emittententicker,Name,Anlageklasse,Gewichtung (%),Kurs,Nominale,Marktwert,Nominalwert,Sektor,ISIN,Börse,Standort,Marktwährung
"PCAR","PACCAR INC","Aktien","0,06","88,54","36.267","3.211.080","3.211.080,18","Industrie","US6937181088","NASDAQ","Vereinigte Staaten","USD"
"ALL","ALLSTATE CORP","Aktien","0,06","91,79","34.882","3.201.819","3.201.818,78","Financials","US0200021014","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"OKTA","OKTA INC CLASS A","Aktien","0,06","246,95","12.928","3.192.570","3.192.569,60","IT","US6792951054","NASDAQ","Vereinigte Staaten","USD"
"8766","TOKIO MARINE HOLDINGS INC","Aktien","0,06","46,45","68.600","3.186.405","3.186.404,51","Financials","JP3910660004","Tokyo Stock Exchange","Japan","JPY"
"VOW3","VOLKSWAGEN NON-VOTING PREF AG","Aktien","0,06","162,65","19.586","3.185.749","3.185.749,08","Zyklische Konsumgüter ","DE0007664039","Xetra","Deutschland","EUR"
"CRG","CRH PLC","Aktien","0,06","38,77","81.829","3.172.260","3.172.260,26","Materialien","IE0001827041","Irish Stock Exchange - All Market","Irland","EUR"
"ISP","INTESA SANPAOLO","Aktien","0,06","1,92","1.650.967","3.166.604","3.166.604,37","Financials","IT0000072618","Borsa Italiana","Italien","EUR"
"2413","M3 INC","Aktien","0,06","67,56","46.700","3.155.077","3.155.076,51","Gesundheitsversorgung","JP3435750009","Tokyo Stock Exchange","Japan","JPY"
"ROK","ROCKWELL AUTOMATION INC","Aktien","0,06","243,15","12.971","3.153.899","3.153.898,65","Industrie","US7739031091","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"FNV","FRANCO NEVADA CORP","Aktien","0,06","141,84","22.166","3.143.965","3.143.965,11","Materialien","CA3518581051","Toronto Stock Exchange","Kanada","CAD"
"VRSK","VERISK ANALYTICS INC","Aktien","0,06","193,65","16.234","3.143.714","3.143.714,10","Industrie","US92345Y1064","NASDAQ","Vereinigte Staaten","USD"
"8411","MIZUHO FINANCIAL GROUP INC","Aktien","0,06","12,60","249.287","3.141.628","3.141.627,99","Financials","JP3885780001","Tokyo Stock Exchange","Japan","JPY"
"8058","MITSUBISHI CORP","Aktien","0,06","23,74","132.000","3.133.179","3.133.178,57","Industrie","JP3898400001","Tokyo Stock Exchange","Japan","JPY"
"F","FORD MOTOR CO","Aktien","0,06","7,76","400.967","3.111.504","3.111.503,92","Zyklische Konsumgüter ","US3453708600","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"KNEBV","KONE","Aktien","0,06","87,92","35.284","3.102.013","3.102.013,47","Industrie","FI0009013403","Nasdaq Omx Helsinki Ltd.","Finnland","EUR"
"4661","ORIENTAL LAND LTD","Aktien","0,06","143,79","21.500","3.091.510","3.091.509,93","Zyklische Konsumgüter ","JP3198900007","Tokyo Stock Exchange","Japan","JPY"
"XLNX","XILINX INC","Aktien","0,06","117,92","26.175","3.086.556","3.086.556,00","IT","US9839191015","NASDAQ","Vereinigte Staaten","USD"
"INGA","ING GROEP NV","Aktien","0,06","7,34","420.126","3.082.738","3.082.738,05","Financials","NL0011821202","Euronext Amsterdam","Niederlande","EUR"
"ITX","INDUSTRIA DE DISENO TEXTIL INDITEX","Aktien","0,06","28,34","108.755","3.081.929","3.081.928,77","Zyklische Konsumgüter ","ES0148396007","Bolsa De Madrid","Spanien","EUR"
"AWK","AMERICAN WATER WORKS INC","Aktien","0,06","156,08","19.695","3.073.996","3.073.995,60","Versorger","US0304201033","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"WBA","WALGREEN BOOTS ALLIANCE INC","Aktien","0,06","36,18","84.825","3.068.969","3.068.968,50","Nichtzyklische Konsumgüter","US9314271084","NASDAQ","Vereinigte Staaten","USD"
"ANSS","ANSYS INC","Aktien","0,06","351,31","8.693","3.053.938","3.053.937,83","IT","US03662Q1058","NASDAQ","Vereinigte Staaten","USD"
"ZBH","ZIMMER BIOMET HOLDINGS INC","Aktien","0,06","144,81","21.059","3.049.554","3.049.553,79","Gesundheitsversorgung","US98956P1021","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"AZO","AUTOZONE INC","Aktien","0,06","1.164,59","2.612","3.041.909","3.041.909,08","Zyklische Konsumgüter ","US0533321024","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"MSI","MOTOROLA SOLUTIONS INC","Aktien","0,06","166,24","18.270","3.037.205","3.037.204,80","IT","US6200763075","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"PH","PARKER-HANNIFIN CORP","Aktien","0,06","215,52","14.076","3.033.660","3.033.659,52","Industrie","US7010941042","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"4519","CHUGAI PHARMACEUTICAL LTD","Aktien","0,06","42,55","71.300","3.033.468","3.033.467,57","Gesundheitsversorgung","JP3519400000","Tokyo Stock Exchange","Japan","JPY"
"MFC","MANULIFE FINANCIAL CORP","Aktien","0,06","14,36","210.217","3.019.099","3.019.099,47","Financials","CA56501R1064","Toronto Stock Exchange","Kanada","CAD"
"MTCH","MATCH GROUP INC","Aktien","0,06","111,16","27.158","3.018.883","3.018.883,28","Kommunikation","US57667L1070","NASDAQ","Vereinigte Staaten","USD"
"PEG","PUBLIC SERVICE ENTERPRISE GROUP IN","Aktien","0,06","57,92","51.917","3.007.033","3.007.032,64","Versorger","US7445731067","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"WLTW","WILLIS TOWERS WATSON PLC","Aktien","0,06","212,55","14.137","3.004.819","3.004.819,35","Financials","IE00BDB6Q211","NASDAQ","Vereinigte Staaten","USD"
"8031","MITSUI LTD","Aktien","0,06","17,34","172.900","2.998.124","2.998.123,85","Industrie","JP3893600001","Tokyo Stock Exchange","Japan","JPY"
"ED","CONSOLIDATED EDISON INC","Aktien","0,06","82,32","36.350","2.992.332","2.992.332,00","Versorger","US2091151041","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"ALXN","ALEXION PHARMACEUTICALS INC","Aktien","0,06","123,75","24.146","2.988.068","2.988.067,50","Gesundheitsversorgung","US0153511094","NASDAQ","Vereinigte Staaten","USD"
"HPQ","HP INC","Aktien","0,06","19,68","149.994","2.951.882","2.951.881,92","IT","US40434L1052","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"NDA SE","NORDEA BANK","Aktien","0,06","7,94","370.707","2.942.042","2.942.042,18","Financials","FI4000297767","Nasdaq Omx Nordic","Schweden","SEK"
"D05","DBS GROUP HOLDINGS LTD","Aktien","0,06","15,87","184.424","2.927.085","2.927.085,32","Financials","SG1L01001701","Singapore Exchange","Singapur","SGD"
"MAR","MARRIOTT INTERNATIONAL INC CLASS A","Aktien","0,06","98,24","29.789","2.926.471","2.926.471,36","Zyklische Konsumgüter ","US5719032022","NASDAQ","Vereinigte Staaten","USD"
"GLW","CORNING INC","Aktien","0,06","34,87","83.849","2.923.815","2.923.814,63","IT","US2193501051","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"BBY","BEST BUY INC","Aktien","0,06","118,21","24.573","2.904.774","2.904.774,33","Zyklische Konsumgüter ","US0865161014","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"WCN","WASTE CONNECTIONS INC","Aktien","0,06","104,92","27.596","2.895.372","2.895.372,32","Industrie","CA94106B1013","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"CLX","CLOROX","Aktien","0,06","221,17","13.076","2.892.019","2.892.018,92","Nichtzyklische Konsumgüter","US1890541097","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"INVE B","INVESTOR B","Aktien","0,06","64,27","44.999","2.891.966","2.891.965,92","Financials","SE0000107419","Nasdaq Omx Nordic","Schweden","SEK"
"TCL","TRANSURBAN GROUP STAPLED UNITS","Aktien","0,06","10,03","288.139","2.891.331","2.891.330,80","Industrie","AU000000TCL6","Asx - All Markets","Australien","AUD"
"TSCO","TESCO PLC","Aktien","0,06","2,89","996.054","2.876.690","2.876.690,01","Nichtzyklische Konsumgüter","GB0008847096","London Stock Exchange","Vereinigtes Königreich","GBP"
"DHI","D R HORTON INC","Aktien","0,06","77,85","36.830","2.867.216","2.867.215,50","Zyklische Konsumgüter ","US23331A1097","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"RWE","RWE AG","Aktien","0,06","39,87","71.838","2.864.244","2.864.244,28","Versorger","DE0007037129","Xetra","Deutschland","EUR"
"OTIS","OTIS WORLDWIDE CORP","Aktien","0,06","65,13","43.903","2.859.402","2.859.402,39","Industrie","US68902V1070","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"BLL","BALL CORP","Aktien","0,06","90,26","31.614","2.853.480","2.853.479,64","Materialien","US0584981064","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"CARR","CARRIER GLOBAL CORP","Aktien","0,06","32,49","87.643","2.847.521","2.847.521,07","Industrie","US14448C1045","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"JPY","JPY CASH","Geldmarkt","0,06","0,95","299.549.033","2.838.386","2.838.385,68","Cash und/oder Derivate","-","-","Japan","JPY"
"KR","KROGER","Aktien","0,06","34,80","81.364","2.831.467","2.831.467,20","Nichtzyklische Konsumgüter","US5010441013","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"SWK","STANLEY BLACK & DECKER INC","Aktien","0,06","177,94","15.868","2.823.552","2.823.551,92","Industrie","US8545021011","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"6702","FUJITSU LTD","Aktien","0,06","133,79","21.100","2.823.063","2.823.063,44","IT","JP3818000006","Tokyo Stock Exchange","Japan","JPY"
"AIG","AMERICAN INTERNATIONAL GROUP INC","Aktien","0,06","29,82","94.548","2.819.421","2.819.421,36","Financials","US0268747849","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"ADM","ARCHER DANIELS MIDLAND","Aktien","0,06","48,83","57.710","2.817.979","2.817.979,30","Nichtzyklische Konsumgüter","US0394831020","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"ALGN","ALIGN TECHNOLOGY INC","Aktien","0,06","330,82","8.494","2.809.985","2.809.985,08","Gesundheitsversorgung","US0162551016","NASDAQ","Vereinigte Staaten","USD"
"VIV","VIVENDI SA","Aktien","0,06","29,42","95.182","2.800.133","2.800.132,61","Kommunikation","FR0000127771","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"MKC","MCCORMICK & CO NON-VOTING INC","Aktien","0,06","200,23","13.931","2.789.404","2.789.404,13","Nichtzyklische Konsumgüter","US5797802064","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"ENGI","ENGIE SA","Aktien","0,06","14,15","196.702","2.783.632","2.783.632,29","Versorger","FR0010208488","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"GMAB","GENMAB","Aktien","0,06","380,39","7.280","2.769.275","2.769.274,95","Gesundheitsversorgung","DK0010272202","Omx Nordic Exchange Copenhagen A/S","Dänemark","DKK"
"MCHP","MICROCHIP TECHNOLOGY INC","Aktien","0,06","111,58","24.792","2.766.291","2.766.291,36","IT","US5950171042","NASDAQ","Vereinigte Staaten","USD"
"FLTR","FLUTTER ENTERTAINMENT PLC","Aktien","0,06","168,47","16.409","2.764.386","2.764.386,16","Zyklische Konsumgüter ","IE00BWT6H894","Irish Stock Exchange - All Market","Irland","EUR"
"LHN","LAFARGEHOLCIM LTD","Aktien","0,06","47,20","58.550","2.763.473","2.763.472,86","Materialien","CH0012214059","Six Swiss Exchange Ag","Schweiz","CHF"
"CSGN","CREDIT SUISSE GROUP AG","Aktien","0,06","10,54","262.140","2.762.539","2.762.539,07","Financials","CH0012138530","Six Swiss Exchange Ag","Schweiz","CHF"
"TTD","TRADE DESK INC CLASS A","Aktien","0,06","650,72","4.236","2.756.450","2.756.449,92","IT","US88339J1051","NASDAQ","Vereinigte Staaten","USD"
"CTVA","CORTEVA INC","Aktien","0,06","33,70","81.498","2.746.483","2.746.482,60","Materialien","US22052L1044","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"STT","STATE STREET CORP","Aktien","0,06","66,09","41.481","2.741.479","2.741.479,29","Financials","US8574771031","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"PAYX","PAYCHEX INC","Aktien","0,05","83,00","32.976","2.737.008","2.737.008,00","IT","US7043261079","NASDAQ","Vereinigte Staaten","USD"
"STM","STMICROELECTRONICS NV","Aktien","0,05","35,11","77.837","2.733.212","2.733.212,01","IT","NL0000226223","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"9432","NIPPON TELEGRAPH AND TELEPHONE COR","Aktien","0,05","21,32","127.900","2.726.215","2.726.214,53","Kommunikation","JP3735400008","Tokyo Stock Exchange","Japan","JPY"
"GLEN","GLENCORE PLC","Aktien","0,05","2,19","1.246.665","2.725.289","2.725.288,53","Materialien","JE00B4T3BW64","London Stock Exchange","Vereinigtes Königreich","GBP"
"USD","USD CASH","Geldmarkt","0,05","100,00","2.724.378","2.724.378","2.724.377,61","Cash und/oder Derivate","-","-","Vereinigte Staaten","USD"
"KMI","KINDER MORGAN INC","Aktien","0,05","12,61","215.292","2.714.832","2.714.832,12","Energie","US49456B1017","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"CPG","COMPASS GROUP PLC","Aktien","0,05","15,78","171.743","2.709.759","2.709.759,34","Zyklische Konsumgüter ","GB00BD6K4575","London Stock Exchange","Vereinigtes Königreich","GBP"
"VFC","VF CORP","Aktien","0,05","76,82","35.198","2.703.910","2.703.910,36","Zyklische Konsumgüter ","US9182041080","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"4503","ASTELLAS PHARMA INC","Aktien","0,05","14,31","188.500","2.697.067","2.697.067,32","Gesundheitsversorgung","JP3942400007","Tokyo Stock Exchange","Japan","JPY"
"AFL","AFLAC INC","Aktien","0,05","37,21","72.217","2.687.195","2.687.194,57","Financials","US0010551028","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"MTD","METTLER TOLEDO INC","Aktien","0,05","1.028,66","2.611","2.685.831","2.685.831,26","Gesundheitsversorgung","US5926881054","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"FAST","FASTENAL","Aktien","0,05","45,35","59.215","2.685.400","2.685.400,25","Industrie","US3119001044","NASDAQ","Vereinigte Staaten","USD"
"PANW","PALO ALTO NETWORKS INC","Aktien","0,05","254,55","10.524","2.678.884","2.678.884,20","IT","US6974351057","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"SWKS","SKYWORKS SOLUTIONS INC","Aktien","0,05","153,20","17.487","2.679.008","2.679.008,40","IT","US83088M1027","NASDAQ","Vereinigte Staaten","USD"
"PTON","PELOTON INTERACTIVE CLASS A INC","Aktien","0,05","130,97","20.404","2.672.312","2.672.311,88","Zyklische Konsumgüter ","US70614W1009","NASDAQ","Vereinigte Staaten","USD"
"WPM","WHEATON PRECIOUS METALS CORP","Aktien","0,05","50,62","52.728","2.669.107","2.669.106,69","Materialien","CA9628791027","Toronto Stock Exchange","Kanada","CAD"
"6503","MITSUBISHI ELECTRIC CORP","Aktien","0,05","13,31","200.000","2.662.624","2.662.623,77","Industrie","JP3902400005","Tokyo Stock Exchange","Japan","JPY"
"DSY","DASSAULT SYSTEMES","Aktien","0,05","188,96","14.069","2.658.492","2.658.491,75","IT","FR0000130650","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"EOAN","E.ON N","Aktien","0,05","11,33","234.326","2.655.057","2.655.056,80","Versorger","DE000ENAG999","Xetra","Deutschland","EUR"
"APTV","APTIV PLC","Aktien","0,05","96,07","27.458","2.637.890","2.637.890,06","Zyklische Konsumgüter ","JE00B783TY65","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"PRU","PRUDENTIAL FINANCIAL INC","Aktien","0,05","66,40","39.622","2.630.901","2.630.900,80","Financials","US7443201022","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"NESTE","NESTE","Aktien","0,05","56,32","46.517","2.620.034","2.620.033,93","Energie","FI0009013296","Nasdaq Omx Helsinki Ltd.","Finnland","EUR"
"BFB","BROWN FORMAN CORP CLASS B","Aktien","0,05","78,09","33.471","2.613.750","2.613.750,39","Nichtzyklische Konsumgüter","US1156372096","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"WKL","WOLTERS KLUWER NV","Aktien","0,05","86,76","30.115","2.612.918","2.612.918,10","Industrie","NL0000395903","Euronext Amsterdam","Niederlande","EUR"
"RIO","RIO TINTO LTD","Aktien","0,05","69,20","37.729","2.610.930","2.610.930,28","Materialien","AU000000RIO1","Asx - All Markets","Australien","AUD"
"RMD","RESMED INC","Aktien","0,05","177,66","14.660","2.604.496","2.604.495,60","Gesundheitsversorgung","US7611521078","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"FERG","FERGUSON PLC","Aktien","0,05","104,54","24.845","2.597.229","2.597.229,22","Industrie","JE00BJVNSS43","London Stock Exchange","Vereinigtes Königreich","GBP"
"HLT","HILTON WORLDWIDE HOLDINGS INC","Aktien","0,05","88,64","29.208","2.588.997","2.588.997,12","Zyklische Konsumgüter ","US43300A2033","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"MCK","MCKESSON CORP","Aktien","0,05","151,64","17.065","2.587.737","2.587.736,60","Gesundheitsversorgung","US58155Q1031","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"BMW","BMW AG","Aktien","0,05","75,46","34.160","2.577.550","2.577.549,63","Zyklische Konsumgüter ","DE0005190003","Xetra","Deutschland","EUR"
"RACE","FERRARI NV","Aktien","0,05","184,79","13.940","2.575.998","2.575.998,25","Zyklische Konsumgüter ","NL0011585146","Borsa Italiana","Italien","EUR"
"SLF","SUN LIFE FINANCIAL INC","Aktien","0,05","41,64","61.812","2.573.814","2.573.814,23","Financials","CA8667961053","Toronto Stock Exchange","Kanada","CAD"
"LLOY","LLOYDS BANKING GROUP PLC","Aktien","0,05","0,35","7.362.576","2.569.052","2.569.051,77","Financials","GB0008706128","London Stock Exchange","Vereinigtes Königreich","GBP"
"AMS","AMADEUS IT GROUP SA","Aktien","0,05","56,85","44.993","2.557.974","2.557.973,71","IT","ES0109067019","Bolsa De Madrid","Spanien","EUR"
"4911","SHISEIDO LTD","Aktien","0,05","63,69","40.000","2.547.780","2.547.780,36","Nichtzyklische Konsumgüter","JP3351600006","Tokyo Stock Exchange","Japan","JPY"
"4543","TERUMO CORP","Aktien","0,05","38,46","66.100","2.542.284","2.542.283,60","Gesundheitsversorgung","JP3546800008","Tokyo Stock Exchange","Japan","JPY"
"3382","SEVEN & I HOLDINGS LTD","Aktien","0,05","33,40","75.900","2.535.154","2.535.154,21","Nichtzyklische Konsumgüter","JP3422950000","Tokyo Stock Exchange","Japan","JPY"
"DTE","DTE ENERGY","Aktien","0,05","119,07","21.250","2.530.238","2.530.237,50","Versorger","US2333311072","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"NTR","NUTRIEN LTD","Aktien","0,05","40,05","63.090","2.526.673","2.526.673,11","Materialien","CA67077M1086","Toronto Stock Exchange","Kanada","CAD"
"SGO","COMPAGNIE DE SAINT GOBAIN SA","Aktien","0,05","43,43","57.915","2.515.209","2.515.208,60","Industrie","FR0000125007","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"HEIA","HEINEKEN NV","Aktien","0,05","94,87","26.512","2.515.141","2.515.141,26","Nichtzyklische Konsumgüter","NL0000009165","Euronext Amsterdam","Niederlande","EUR"
"CSU","CONSTELLATION SOFTWARE INC","Aktien","0,05","1.170,37","2.132","2.495.230","2.495.230,23","IT","CA21037X1006","Toronto Stock Exchange","Kanada","CAD"
"COUP","COUPA SOFTWARE INC","Aktien","0,05","313,72","7.929","2.487.486","2.487.485,88","IT","US22266L1061","NASDAQ","Vereinigte Staaten","USD"
"AME","AMETEK INC","Aktien","0,05","106,16","23.408","2.484.993","2.484.993,28","Industrie","US0311001004","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"CHD","CHURCH AND DWIGHT INC","Aktien","0,05","95,18","26.090","2.483.246","2.483.246,20","Nichtzyklische Konsumgüter","US1713401024","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"VRSN","VERISIGN INC","Aktien","0,05","216,00","11.474","2.478.384","2.478.384,00","IT","US92343E1029","NASDAQ","Vereinigte Staaten","USD"
"SREN","SWISS RE AG","Aktien","0,05","77,00","32.153","2.475.690","2.475.689,52","Financials","CH0126881561","Six Swiss Exchange Ag","Schweiz","CHF"
"7733","OLYMPUS CORP","Aktien","0,05","20,77","119.100","2.473.750","2.473.749,94","Gesundheitsversorgung","JP3201200007","Tokyo Stock Exchange","Japan","JPY"
"MRK","MERCK","Aktien","0,05","153,32","16.058","2.461.979","2.461.979,16","Gesundheitsversorgung","DE0006599905","Xetra","Deutschland","EUR"
"CLNX","CELLNEX TELECOM SA","Aktien","0,05","62,90","39.096","2.459.172","2.459.172,18","Kommunikation","ES0105066007","Bolsa De Madrid","Spanien","EUR"
"CPRT","COPART INC","Aktien","0,05","116,37","21.075","2.452.498","2.452.497,75","Industrie","US2172041061","NASDAQ","Vereinigte Staaten","USD"
"PPL","PPL CORP","Aktien","0,05","28,47","85.688","2.439.537","2.439.537,36","Versorger","US69351T1060","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"AMP","AMERIPRISE FINANCE INC","Aktien","0,05","166,73","14.615","2.436.759","2.436.758,95","Financials","US03076C1062","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"2914","JAPAN TOBACCO INC","Aktien","0,05","18,89","128.500","2.427.297","2.427.296,63","Nichtzyklische Konsumgüter","JP3726800000","Tokyo Stock Exchange","Japan","JPY"
"AKZA","AKZO NOBEL NV","Aktien","0,05","106,56","22.776","2.427.126","2.427.125,72","Materialien","NL0013267909","Euronext Amsterdam","Niederlande","EUR"
"SNAP","SNAP INC CLASS A","Aktien","0,05","27,00","89.724","2.422.548","2.422.548,00","Kommunikation","US83304A1060","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"WMB","WILLIAMS INC","Aktien","0,05","19,42","124.695","2.421.577","2.421.576,90","Energie","US9694571004","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"LEN","LENNAR A CORP","Aktien","0,05","83,03","29.143","2.419.743","2.419.743,29","Zyklische Konsumgüter ","US5260571048","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"ORA","ORANGE SA","Aktien","0,05","11,42","211.553","2.415.907","2.415.906,83","Kommunikation","FR0000133308","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"DLTR","DOLLAR TREE INC","Aktien","0,05","96,63","24.954","2.411.305","2.411.305,02","Zyklische Konsumgüter ","US2567461080","NASDAQ","Vereinigte Staaten","USD"
"ASSA B","ASSA ABLOY B","Aktien","0,05","24,17","99.707","2.410.042","2.410.042,15","Industrie","SE0007100581","Nasdaq Omx Nordic","Schweden","SEK"
"CERN","CERNER CORP","Aktien","0,05","73,25","32.880","2.408.460","2.408.460,00","Gesundheitsversorgung","US1567821046","NASDAQ","Vereinigte Staaten","USD"
"SGEN","SEAGEN INC","Aktien","0,05","211,93","11.292","2.393.114","2.393.113,56","Gesundheitsversorgung","US81181C1045","NASDAQ","Vereinigte Staaten","USD"
"WELL","WELLTOWER INC","Aktien","0,05","54,26","43.996","2.387.223","2.387.222,96","Immobilien","US95040Q1040","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"GMG","GOODMAN GROUP UNITS","Aktien","0,05","13,65","173.863","2.373.941","2.373.940,62","Immobilien","AU000000GMG2","Asx - All Markets","Australien","AUD"
"ETR","ENTERGY CORP","Aktien","0,05","106,48","22.212","2.365.134","2.365.133,76","Versorger","US29364G1031","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"TDG","TRANSDIGM GROUP INC","Aktien","0,05","473,39","4.981","2.357.956","2.357.955,59","Industrie","US8936411003","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"PSX","PHILLIPS","Aktien","0,05","51,27","45.964","2.356.574","2.356.574,28","Energie","US7185461040","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"CRWD","CROWDSTRIKE HOLDINGS INC CLASS A","Aktien","0,05","152,80","15.359","2.346.855","2.346.855,20","IT","US22788C1053","NASDAQ","Vereinigte Staaten","USD"
"BARC","BARCLAYS PLC","Aktien","0,05","1,33","1.759.359","2.332.682","2.332.682,37","Financials","GB0031348658","London Stock Exchange","Vereinigtes Königreich","GBP"
"GEBN","GEBERIT AG","Aktien","0,05","605,60","3.851","2.332.177","2.332.177,06","Industrie","CH0030170408","Six Swiss Exchange Ag","Schweiz","CHF"
"HSY","HERSHEY FOODS","Aktien","0,05","148,85","15.509","2.308.515","2.308.514,65","Nichtzyklische Konsumgüter","US4278661081","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"SAMPO","SAMPO","Aktien","0,05","42,06","54.560","2.294.535","2.294.535,20","Financials","FI0009003305","Nasdaq Omx Helsinki Ltd.","Finnland","EUR"
"O39","OVERSEA-CHINESE BANKING LTD","Aktien","0,05","6,43","356.100","2.290.579","2.290.579,28","Financials","SG1S04926220","Singapore Exchange","Singapur","SGD"
"SAND","SANDVIK","Aktien","0,05","19,68","116.048","2.284.355","2.284.354,96","Industrie","SE0000667891","Nasdaq Omx Nordic","Schweden","SEK"
"DFS","DISCOVER FINANCIAL SERVICES","Aktien","0,05","64,13","35.599","2.282.964","2.282.963,87","Financials","US2547091080","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"EOG","EOG RESOURCES INC","Aktien","0,05","38,64","59.073","2.282.581","2.282.580,72","Energie","US26875P1012","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"NOKIA","NOKIA","Aktien","0,05","4,04","561.450","2.267.233","2.267.233,02","IT","FI0009000681","Nasdaq Omx Helsinki Ltd.","Finnland","EUR"
"FLT","FLEETCOR TECHNOLOGIES INC","Aktien","0,05","248,76","9.028","2.245.805","2.245.805,28","IT","US3390411052","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"EPAM","EPAM SYSTEMS INC","Aktien","0,05","348,76","6.435","2.244.271","2.244.270,60","IT","US29414B1044","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"AJG","ARTHUR J GALLAGHER","Aktien","0,04","108,67","20.571","2.235.451","2.235.450,57","Financials","US3635761097","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"CNQ","CANADIAN NATURAL RESOURCES LTD","Aktien","0,04","17,83","124.946","2.228.088","2.228.087,97","Energie","CA1363851017","Toronto Stock Exchange","Kanada","CAD"
"SLB","SCHLUMBERGER NV","Aktien","0,04","15,73","141.487","2.225.591","2.225.590,51","Energie","AN8068571086","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"9022","CENTRAL JAPAN RAILWAY","Aktien","0,04","141,71","15.700","2.224.793","2.224.792,72","Industrie","JP3566800003","Tokyo Stock Exchange","Japan","JPY"
"AVB","AVALONBAY COMMUNITIES REIT INC","Aktien","0,04","154,90","14.333","2.220.182","2.220.181,70","Immobilien","US0534841012","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"WY","WEYERHAEUSER REIT","Aktien","0,04","29,31","75.486","2.212.495","2.212.494,66","Immobilien","US9621661043","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
"4689","Z HOLDINGS CORP","Aktien","0,04","7,42","297.900","2.210.221","2.210.221,25","Kommunikation","JP3933800009","Tokyo Stock Exchange","Japan","JPY"
"LR","LEGRAND SA","Aktien","0,04","83,45","26.380","2.201.487","2.201.486,55","Industrie","FR0010307819","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"FCX","FREEPORT MCMORAN INC","Aktien","0,04","16,82","130.253","2.190.855","2.190.855,46","Materialien","US35671D8570","New York Stock Exchange Inc.","Vereinigte Staaten","USD"
