Fondsposition per	09.Okt.2020											
1080	ARAB NATIONAL BANK	Aktien	"0,05"	"5,38"	66.509	357.812	"357.811,68"	Financials	SA0007879105	Saudi Stock Exchange	Saudi-Arabien	SAR
SNGS	SURGUTNEFTEGAZ	Aktien	"0,05"	"0,45"	792.186	357.728	"357.728,11"	Energie	RU0008926258	Standard-Classica-Forts	Russland	RUB
IHH	IHH HEALTHCARE	Aktien	"0,04"	"1,22"	291.7	356.867	"356.867,02"	Gesundheitsversorgung	MYL5225OO007	Bursa Malaysia	Malaysia	MYR
603288	FOSHAN HAI TIAN FLAVOURING & FOOD	Aktien	"0,04"	"24,42"	14.583	356.055	"356.055,13"	Nichtzyklische Konsumgüter	CNE100001SL2	Shanghai Stock Exchange	China	CNY
KBANK.F	KASIKORNBANK PCL F	Aktien	"0,04"	"2,44"	146	355.926	"355.925,66"	Financials	TH0016010017	Stock Exchange Of Thailand	Thailand	THB
LUPIN	LUPIN LTD	Aktien	"0,04"	"14,07"	25.208	354.694	"354.693,74"	Gesundheitsversorgung	INE326A01037	National Stock Exchange Of India	Indien	INR
1402	FAR EASTERN NEW CENTURY CORP	Aktien	"0,04"	"0,91"	387	352.75	"352.750,18"	Industrie	TW0001402006	Taiwan Stock Exchange	Taiwan	TWD
CCRO3	COMPANHIA CONCESSOES RODOVIARIAS S	Aktien	"0,04"	"2,28"	154.254	352.172	"352.172,35"	Industrie	BRCCROACNOR2	XBSP	Brasilien	BRL
BRITANNIA	BRITANNIA INDUSTRIES LTD	Aktien	"0,04"	"51,20"	6.86	351.239	"351.239,13"	Nichtzyklische Konsumgüter	INE216A01030	National Stock Exchange Of India	Indien	INR
OMU	OLD MUTUAL LIMITED LTD	Aktien	"0,04"	"0,61"	572.119	350.627	"350.626,90"	Financials	ZAE000255360	Johannesburg Stock Exchange	Südafrika	ZAR
285	BYD ELECTRONIC (INTERNATIONAL) LTD	Aktien	"0,04"	"5,39"	65	350.159	"350.159,03"	IT	HK0285041858	Hong Kong Exchanges And Clearing Ltd	China	HKD
2883	CHINA DEVELOPMENT FINANCIAL HOLDIN	Aktien	"0,04"	"0,30"	1.167.000	349.827	"349.827,46"	Financials	TW0002883006	Taiwan Stock Exchange	Taiwan	TWD
601166	INDUSTRIAL BANK LTD A	Aktien	"0,04"	"2,42"	144.4	349.559	"349.558,81"	Financials	CNE000001QZ7	Shanghai Stock Exchange	China	CNY
CPIN	CHAROEN POKPHAND INDONESIA	Aktien	"0,04"	"0,40"	862.4	349.067	"349.066,67"	Nichtzyklische Konsumgüter	ID1000117708	Indonesia Stock Exchange	Indonesien	IDR
10130	KOREA ZINC INC	Aktien	"0,04"	"334,71"	1.033	345.752	"345.751,57"	Materialien	KR7010130003	Korea Exchange (Stock Market)	Korea	KRW
2353	ACER	Aktien	"0,04"	"0,88"	387	341.284	"341.284,12"	IT	TW0002353000	Taiwan Stock Exchange	Taiwan	TWD
BPAC11	BCO BTG PACTUAL UNT SA	Aktien	"0,04"	"13,20"	25.828	340.86	"340.859,61"	Financials	BRBPACUNT006	XBSP	Brasilien	BRL
2105	CHENG SHIN RUBBER INDUSTRY LTD	Aktien	"0,04"	"1,32"	258	340.385	"340.384,82"	Zyklische Konsumgüter 	TW0002105004	Taiwan Stock Exchange	Taiwan	TWD
1099	SINOPHARM GROUP LTD H	Aktien	"0,04"	"2,20"	154.8	339.959	"339.958,58"	Gesundheitsversorgung	CNE100000FN7	Hong Kong Exchanges And Clearing Ltd	China	HKD
GAPB	GRUPO AEROPORTUARIO DEL PACIFICO	Aktien	"0,04"	"8,76"	38.778	339.704	"339.704,32"	Industrie	MX01GA000004	Bolsa Mexicana De Valores	Mexiko	MXN
2324	COMPAL ELECTRONICS INC	Aktien	"0,04"	"0,66"	516	339.036	"339.035,87"	IT	TW0002324001	Taiwan Stock Exchange	Taiwan	TWD
BBSE3	BB SEGURIDADE SA	Aktien	"0,04"	"4,38"	77.295	338.397	"338.396,79"	Financials	BRBBSEACNOR5	XBSP	Brasilien	BRL
DIGI	DIGI.COM	Aktien	"0,04"	"1,00"	336.2	337.338	"337.338,01"	Kommunikation	MYL6947OO005	Bursa Malaysia	Malaysia	MYR
EMAAR	EMAAR PROPERTIES	Aktien	"0,04"	"0,72"	467.321	337.149	"337.149,49"	Immobilien	AEE000301011	Dubai Financial Market	Ver. Arabische Emirate	AED
AMBUJACEM	AMBUJA CEMENTS LTD	Aktien	"0,04"	"3,27"	102.698	336.055	"336.055,32"	Materialien	INE079A01024	National Stock Exchange Of India	Indien	INR
1193	CHINA RESOURCES GAS GROUP LTD	Aktien	"0,04"	"4,41"	76	334.888	"334.888,16"	Versorger	BMG2113B1081	Hong Kong Exchanges And Clearing Ltd	China	HKD
EQTL3	EQUATORIAL ENERGIA SA	Aktien	"0,04"	"3,78"	88.63	334.628	"334.628,30"	Versorger	BREQTLACNOR0	XBSP	Brasilien	BRL
JKS	JINKOSOLAR HOLDING ADR REP LTD	Aktien	"0,04"	"62,84"	5.319	334.246	"334.245,96"	IT	US47759T1007	New York Stock Exchange Inc.	China	USD
1140	BANK ALBILAD	Aktien	"0,04"	"6,56"	50.778	333.015	"333.014,88"	Financials	SA000A0D9HK3	Saudi Stock Exchange	Saudi-Arabien	SAR
2350	SAUDI KAYAN PETROCHEMICAL	Aktien	"0,04"	"3,08"	107.731	332.01	"332.010,23"	Materialien	SA000A0MQCJ2	Saudi Stock Exchange	Saudi-Arabien	SAR
1988	CHINA MINSHENG BANKING CORP LTD H	Aktien	"0,04"	"0,51"	652.5	331.72	"331.720,44"	Financials	CNE100000HF9	Hong Kong Exchanges And Clearing Ltd	China	HKD
DNP	DINO POLSKA SA	Aktien	"0,04"	"56,95"	5.819	331.414	"331.414,26"	Nichtzyklische Konsumgüter	PLDINPL00011	Warsaw Stock Exchange/Equities/Main Market	Polen	PLN
600000	SHANGHAI PUDONG DEVELOPMENT BANK L	Aktien	"0,04"	"1,41"	234.5	330.702	"330.701,98"	Financials	CNE0000011B7	Shanghai Stock Exchange	China	CNY
TCSG	TCS GROUP HOLDING REPR CLASS A RE	Aktien	"0,04"	"25,97"	12.733	330.65	"330.649,67"	Financials	US87238U2033	Standard-Classica-Forts	Russland	RUB
ALRS	AK ALROSA	Aktien	"0,04"	"0,99"	334.296	329.546	"329.545,87"	Materialien	RU0007252813	Standard-Classica-Forts	Russland	RUB
PIDILITIND	PIDILITE INDUSTRIES LTD	Aktien	"0,04"	"20,13"	16.368	329.419	"329.418,73"	Materialien	INE318A01026	National Stock Exchange Of India	Indien	INR
LH.R	LAND AND HOUSE PUBLIC NON-VOTING D	Aktien	"0,04"	"0,23"	1.461.117	329.16	"329.159,84"	Immobilien	TH0143010R16	Stock Exchange Of Thailand	Thailand	THB
RNI	REINET INVESTMENTS S.C.A.	Aktien	"0,04"	"17,23"	19.082	328.829	"328.828,80"	Financials	LU0383812293	Johannesburg Stock Exchange	Südafrika	ZAR
2345	ACCTON TECHNOLOGY CORP	Aktien	"0,04"	"7,63"	43	328.244	"328.244,27"	IT	TW0002345006	Taiwan Stock Exchange	Taiwan	TWD
9830	HANWHA CHEMICAL	Aktien	"0,04"	"42,36"	7.626	323.026	"323.026,32"	Materialien	KR7009830001	Korea Exchange (Stock Market)	Korea	KRW
2	CHINA VANKE LTD A	Aktien	"0,04"	"4,20"	76.8	322.276	"322.275,55"	Immobilien	CNE0000000T2	Shenzhen Stock Exchange	China	CNY
REM	REMGRO LTD	Aktien	"0,04"	"5,64"	56.978	321.14	"321.140,06"	Financials	ZAE000026480	Johannesburg Stock Exchange	Südafrika	ZAR
271560	ORION CORP	Aktien	"0,04"	"112,72"	2.847	320.928	"320.927,81"	Nichtzyklische Konsumgüter	KR7271560005	Korea Exchange (Stock Market)	Korea	KRW
HMPRO.R	HOME PRODUCT CENTER NON-VOTING DR	Aktien	"0,04"	"0,49"	655.3	320.559	"320.558,69"	Zyklische Konsumgüter 	TH0661010R17	Stock Exchange Of Thailand	Thailand	THB
KIMBERA	KIMBERLY-CLARK DE MEXICO CLASS A	Aktien	"0,04"	"1,63"	195.705	319.319	"319.318,61"	Nichtzyklische Konsumgüter	MXP606941179	Bolsa Mexicana De Valores	Mexiko	MXN
CHMF	SEVERSTAL	Aktien	"0,04"	"13,01"	24.464	318.214	"318.213,78"	Materialien	RU0009046510	Standard-Classica-Forts	Russland	RUB
ALDAR	ALDAR PROPERTIES	Aktien	"0,04"	"0,55"	577.441	317.556	"317.556,00"	Immobilien	AEA002001013	Abu Dhabi Securities Exchange	Ver. Arabische Emirate	AED
SBSP3	COMPANHIA DE SANEAMENTO BASICO DE	Aktien	"0,04"	"8,19"	38.756	317.261	"317.261,22"	Versorger	BRSBSPACNOR5	XBSP	Brasilien	BRL
ICICIGI	ICICI LOMBARD GENERAL INSURANCE CO	Aktien	"0,04"	"17,06"	18.561	316.574	"316.573,59"	Financials	INE765G01017	National Stock Exchange Of India	Indien	INR
966	CHINA TAIPING INSURANCE HLDGS LTD	Aktien	"0,04"	"1,53"	206.4	316.389	"316.389,18"	Financials	HK0000055878	Hong Kong Exchanges And Clearing Ltd	China	HKD
AUROPHARMA	AUROBINDO PHARMA LTD	Aktien	"0,04"	"11,41"	27.671	315.713	"315.713,08"	Gesundheitsversorgung	INE406A01037	National Stock Exchange Of India	Indien	INR
CHILE	BANCO DE CHILE	Aktien	"0,04"	"0,08"	4.106.203	314.742	"314.741,63"	Financials	CLP0939W1081	Santiago Stock Exchange	Chile	CLP
1658	POSTAL SAVINGS BANK OF CHINA LTD H	Aktien	"0,04"	"0,41"	772	314.775	"314.774,74"	Financials	CNE1000029W3	Hong Kong Exchanges And Clearing Ltd	China	HKD
601012	LONGI GREEN ENERGY TECHNOLOGY LTD	Aktien	"0,04"	"12,28"	25.6	314.266	"314.265,61"	IT	CNE100001FR6	Shanghai Stock Exchange	China	CNY
8010	THE COOPERATIVE INSURANCE	Aktien	"0,04"	"23,67"	13.258	313.866	"313.865,74"	Financials	SA000A0DPSH3	Saudi Stock Exchange	Saudi-Arabien	SAR
ECOPETROL	ECOPETROL SA	Aktien	"0,04"	"0,51"	617.398	312.894	"312.893,52"	Energie	COC04PA00016	Bolsa De Valores De Colombia	Kolumbien	COP
3105	WIN SEMICONDUCTORS CORP	Aktien	"0,04"	"10,09"	31	312.82	"312.820,24"	IT	TW0003105003	Gretai Securities Market	Taiwan	TWD
ADANIPORTS	ADANI PORTS AND SPECIAL ECONOMIC Z	Aktien	"0,04"	"4,88"	63.989	312.487	"312.487,13"	Industrie	INE742F01042	National Stock Exchange Of India	Indien	INR
8210	BUPA ARABIA	Aktien	"0,04"	"35,08"	8.902	312.318	"312.317,57"	Financials	SA1210540914	Saudi Stock Exchange	Saudi-Arabien	SAR
95700	GENEXINE INC	Aktien	"0,04"	"128,51"	2.428	312.014	"312.013,53"	Gesundheitsversorgung	KR7095700001	Korea Exchange (Kosdaq)	Korea	KRW
KRW	KRW CASH	Geldmarkt	"0,04"	"0,09"	359.685.243	311.888	"311.888,35"	Cash und/oder Derivate	-	-	Korea	KRW
HINDALCO	HINDALCO INDUSTRIES LTD	Aktien	"0,04"	"2,32"	134.08	311.622	"311.622,12"	Materialien	INE038A01020	National Stock Exchange Of India	Indien	INR
APOLLOHOSP	APOLLO HOSPITALS ENTERPRISE LTD	Aktien	"0,04"	"31,13"	10.008	311.562	"311.562,20"	Gesundheitsversorgung	INE437A01024	National Stock Exchange Of India	Indien	INR
SINA	SINA CORP	Aktien	"0,04"	"42,56"	7.319	311.497	"311.496,64"	Kommunikation	KYG814771047	NASDAQ	China	USD
285130	SK CHEMICALS LTD	Aktien	"0,04"	"302,62"	1.028	311.096	"311.096,47"	Materialien	KR7285130001	Korea Exchange (Stock Market)	Korea	KRW
4190	JARIR MARKETING	Aktien	"0,04"	"50,39"	6.174	311.087	"311.086,64"	Zyklische Konsumgüter 	SA000A0BLA62	Saudi Stock Exchange	Saudi-Arabien	SAR
6837	HAITONG SECURITIES COMPANY LTD H	Aktien	"0,04"	"0,86"	362	310.617	"310.617,35"	Financials	CNE1000019K9	Hong Kong Exchanges And Clearing Ltd	China	HKD
ASURB	GRUPO AEROPORTUARIO DEL SURESTE B	Aktien	"0,04"	"11,73"	26.452	310.232	"310.232,34"	Industrie	MXP001661018	Bolsa Mexicana De Valores	Mexiko	MXN
DQ	DAQO NEW ENERGY ADR REPRESENTING T	Aktien	"0,04"	"196,53"	1.576	309.731	"309.731,28"	IT	US23703Q2030	New York Stock Exchange Inc.	China	USD
CBOM	MOS CREDIT BANK	Aktien	"0,04"	"0,07"	4.166.286	309.145	"309.144,83"	Financials	RU000A0JUG31	Standard-Classica-Forts	Russland	RUB
KOSSAN	KOSSAN RUBBER INDUSTRIES	Aktien	"0,04"	"1,75"	176.4	308.359	"308.358,80"	Gesundheitsversorgung	MYL7153OO009	Bursa Malaysia	Malaysia	MYR
71050	KOREA INVESTMENT HOLDINGS LTD	Aktien	"0,04"	"62,52"	4.93	308.219	"308.218,51"	Financials	KR7071050009	Korea Exchange (Stock Market)	Korea	KRW
PIIND	P.I. INDUSTRIES LTD	Aktien	"0,04"	"27,63"	11.148	308.005	"308.004,56"	Materialien	INE603J01030	National Stock Exchange Of India	Indien	INR
300122	CHONGQING ZHIFEI BIOLOGICAL PRODUC	Aktien	"0,04"	"22,46"	13.7	307.649	"307.648,55"	Gesundheitsversorgung	CNE100000V20	Shenzhen Stock Exchange	China	CNY
UGPA3	ULTRAPAR PARTICIPOES SA	Aktien	"0,04"	"3,41"	90.122	307.328	"307.327,65"	Energie	BRUGPAACNOR8	XBSP	Brasilien	BRL
3050	SOUTHERN PROVINCE CEMENT	Aktien	"0,04"	"19,30"	15.852	305.968	"305.967,69"	Materialien	SA0007879501	Saudi Stock Exchange	Saudi-Arabien	SAR
32830	SAMSUNG LIFE LTD	Aktien	"0,04"	"52,63"	5.809	305.75	"305.750,10"	Financials	KR7032830002	Korea Exchange (Stock Market)	Korea	KRW
MOL	MOL HUNGARIAN OIL AND GAS	Aktien	"0,04"	"5,54"	55.099	305.112	"305.112,27"	Energie	HU0000153937	Budapest Stock Exchange	Ungarn	HUF
BVN	BUENAVENTURA ADR REPRESENTING	Aktien	"0,04"	"12,60"	24.193	304.832	"304.831,80"	Materialien	US2044481040	New York Stock Exchange Inc.	Peru	USD
4743	ONENESS BIOTECH LTD	Aktien	"0,04"	"12,18"	25	304.559	"304.559,24"	Gesundheitsversorgung	TW0004743000	Gretai Securities Market	Taiwan	TWD
19170	SHINPOONG PHARMACEUTICAL LTD	Aktien	"0,04"	"121,40"	2.491	302.398	"302.397,57"	Gesundheitsversorgung	KR7019170000	Korea Exchange (Stock Market)	Korea	KRW
3319	A-LIVING SERVICES LTD H	Aktien	"0,04"	"5,04"	60	302.321	"302.320,63"	Industrie	CNE100002RY5	Hong Kong Exchanges And Clearing Ltd	China	HKD
NED	NEDBANK GROUP LTD	Aktien	"0,04"	"6,23"	48.134	300.031	"300.030,99"	Financials	ZAE000004875	Johannesburg Stock Exchange	Südafrika	ZAR
FUNO11	FIBRA UNO ADMINISTRACION REIT SA	Aktien	"0,04"	"0,81"	369.29	299.53	"299.530,29"	Immobilien	MXCFFU000001	Bolsa Mexicana De Valores	Mexiko	MXN
NESTLE	NESTLE MALAYSIA	Aktien	"0,04"	"33,90"	8.8	298.298	"298.297,87"	Nichtzyklische Konsumgüter	MYL4707OO005	Bursa Malaysia	Malaysia	MYR
JUBLFOOD	JUBILANT FOODWORKS LTD	Aktien	"0,04"	"31,47"	9.475	298.182	"298.181,73"	Zyklische Konsumgüter 	INE797F01012	National Stock Exchange Of India	Indien	INR
6239	POWERTECH TECHNOLOGY INC	Aktien	"0,04"	"3,04"	98	297.529	"297.528,67"	IT	TW0006239007	Taiwan Stock Exchange	Taiwan	TWD
HCM	HUTCHISON CHINA MEDITECH ADR REPRE	Aktien	"0,04"	"34,36"	8.593	295.255	"295.255,48"	Gesundheitsversorgung	US44842L1035	NASDAQ	China	USD
MAXIS	MAXIS	Aktien	"0,04"	"1,22"	241.6	294.99	"294.990,33"	Kommunikation	MYL6012OO008	Bursa Malaysia	Malaysia	MYR
SIMEPLT	SIME DARBY PLANTATION	Aktien	"0,04"	"1,25"	235.8	294.18	"294.179,88"	Nichtzyklische Konsumgüter	MYL5285OO001	Bursa Malaysia	Malaysia	MYR
6881	CHINA GALAXY SECURITIES LTD H	Aktien	"0,04"	"0,57"	516.5	293.237	"293.236,82"	Financials	CNE100001NT6	Hong Kong Exchanges And Clearing Ltd	China	HKD
3380	LOGAN GROUP COMPANY LTD	Aktien	"0,04"	"1,57"	186	292.798	"292.798,11"	Immobilien	KYG555551095	Hong Kong Exchanges And Clearing Ltd	China	HKD
86280	HYUNDAI GLOVIS LTD	Aktien	"0,04"	"132,23"	2.211	292.372	"292.371,56"	Industrie	KR7086280005	Korea Exchange (Stock Market)	Korea	KRW
BBNI	BANK NEGARA INDONESIA	Aktien	"0,04"	"0,32"	923.7	291.562	"291.562,45"	Financials	ID1000096605	Indonesia Stock Exchange	Indonesien	IDR
2196	SHANGHAI FOSUN PHARMACEUTICAL (GRO	Aktien	"0,04"	"4,48"	65	291.03	"291.030,38"	Gesundheitsversorgung	CNE100001M79	Hong Kong Exchanges And Clearing Ltd	China	HKD
WB	WEIBO ADR REPRESENTING CORP	Aktien	"0,04"	"41,23"	7.047	290.548	"290.547,81"	Kommunikation	US9485961018	NASDAQ	China	USD
MCDOWELL.N	UNITED SPIRITS LTD	Aktien	"0,04"	"7,13"	40.762	290.536	"290.536,18"	Nichtzyklische Konsumgüter	INE854D01024	National Stock Exchange Of India	Indien	INR
CSNA3	COMPANHIA SIDERURGICA NACIONAL	Aktien	"0,04"	"3,21"	90.289	290.093	"290.093,01"	Materialien	BRCSNAACNOR6	XBSP	Brasilien	BRL
1477	MAKALOT INDUSTRIAL LTD	Aktien	"0,04"	"5,75"	50.05	287.854	"287.854,23"	Zyklische Konsumgüter 	TW0001477008	Taiwan Stock Exchange	Taiwan	TWD
196170	ALTEOGEN INC	Aktien	"0,04"	"157,03"	1.832	287.687	"287.687,15"	Gesundheitsversorgung	KR7196170005	Korea Exchange (Kosdaq)	Korea	KRW
HAPV3	HAPVIDA PARTICIPACOES E INVESTIMEN	Aktien	"0,04"	"11,68"	24.554	286.778	"286.777,61"	Gesundheitsversorgung	BRHAPVACNOR4	XBSP	Brasilien	BRL
2337	MACRONIX INTERNATIONAL LTD	Aktien	"0,04"	"1,11"	258	285.977	"285.977,20"	IT	TW0002337003	Taiwan Stock Exchange	Taiwan	TWD
GRT	GROWTHPOINT PROP LTD SHS	Aktien	"0,04"	"0,71"	399.61	284.789	"284.788,63"	Immobilien	ZAE000179420	Johannesburg Stock Exchange	Südafrika	ZAR
CMPC	EMPRESAS CMPC SA	Aktien	"0,04"	"2,07"	137.445	284.688	"284.688,46"	Materialien	CL0000001314	Santiago Stock Exchange	Chile	CLP
32500	KMW LTD	Aktien	"0,04"	"67,37"	4.216	284.052	"284.052,20"	IT	KR7032500001	Korea Exchange (Kosdaq)	Korea	KRW
PMETAL	PRESS METAL ALUMINIUM HOLDINGS	Aktien	"0,04"	"1,25"	227.7	283.524	"283.523,94"	Materialien	MYL8869OO009	Bursa Malaysia	Malaysia	MYR
BELA	JUMBO SA	Aktien	"0,04"	"17,19"	16.478	283.258	"283.258,43"	Zyklische Konsumgüter 	GRS282183003	Athens Exchange S.A. Cash Market	Griechenland	EUR
HLBANK	HONG LEONG BANK	Aktien	"0,04"	"3,65"	77.5	282.942	"282.942,46"	Financials	MYL5819OO007	Bursa Malaysia	Malaysia	MYR
EA.R	ENERGY ABSOLUTE NON-VOTING DR PCL	Aktien	"0,04"	"1,40"	202	282.79	"282.790,25"	Versorger	TH3545010R19	Stock Exchange Of Thailand	Thailand	THB
817	CHINA JINMAO HOLDINGS GROUP LTD	Aktien	"0,04"	"0,55"	518	282.726	"282.725,92"	Immobilien	HK0817039453	Hong Kong Exchanges And Clearing Ltd	China	HKD
ONGC	OIL AND NATURAL GAS LTD	Aktien	"0,04"	"0,96"	294.113	282.673	"282.673,37"	Energie	INE213A01029	National Stock Exchange Of India	Indien	INR
1114	BRILLIANCE CHINA AUTOMOTIVE HOLDIN	Aktien	"0,04"	"0,96"	294	281.859	"281.858,83"	Zyklische Konsumgüter 	BMG1368B1028	Hong Kong Exchanges And Clearing Ltd	China	HKD
2633	TAIWAN HIGH SPEED RAIL CORP	Aktien	"0,04"	"1,09"	258	281.031	"281.031,06"	Industrie	TW0002633005	Taiwan Stock Exchange	Taiwan	TWD
PGN	POLSKIE GORNICTWO NAFTOWE I GAZOWN	Aktien	"0,04"	"1,36"	206.084	279.796	"279.796,46"	Energie	PLPGNIG00014	Warsaw Stock Exchange/Equities/Main Market	Polen	PLN
4904	FAR EASTONE TELECOMMUNICATIONS LTD	Aktien	"0,04"	"2,13"	131	279.452	"279.452,05"	Kommunikation	TW0004904008	Taiwan Stock Exchange	Taiwan	TWD
PE&OLES*	INDUST PENOLES	Aktien	"0,04"	"16,61"	16.814	279.269	"279.269,41"	Materialien	MXP554091415	Bolsa Mexicana De Valores	Mexiko	MXN
148	KINGBOARD HOLDINGS LTD	Aktien	"0,04"	"3,34"	83.5	279.05	"279.049,81"	IT	KYG525621408	Hong Kong Exchanges And Clearing Ltd	China	HKD
601866	COSCO SHIPPING DEVELOPMENT LTD A	Aktien	"0,03"	"0,32"	872.1	278.092	"278.092,28"	Industrie	CNE1000008F2	Shanghai Stock Exchange	China	CNY
1813	KWG GROUP HOLDINGS LTD	Aktien	"0,03"	"1,43"	193.5	277.14	"277.140,15"	Immobilien	KYG532241042	Hong Kong Exchanges And Clearing Ltd	China	HKD
1585	YADEA GROUP HOLDINGS LTD	Aktien	"0,03"	"1,61"	172	276.974	"276.973,70"	Zyklische Konsumgüter 	KYG9830F1063	Hong Kong Exchanges And Clearing Ltd	China	HKD
1800	CHINA COMMUNICATIONS CONSTRUCTIONS	Aktien	"0,03"	"0,53"	517	274.175	"274.175,01"	Industrie	CNE1000002F5	Hong Kong Exchanges And Clearing Ltd	China	HKD
696	TRAVELSKY TECHNOLOGY LTD H	Aktien	"0,03"	"2,12"	129	273.978	"273.977,59"	IT	CNE1000004J3	Hong Kong Exchanges And Clearing Ltd	China	HKD
601398	INDUSTRIAL AND COMMERCIAL BANK OF	Aktien	"0,03"	"0,74"	371.6	273.149	"273.149,39"	Financials	CNE000001P37	Shanghai Stock Exchange	China	CNY
BALKRISIND	BALKRISHNA INDUSTRIES LTD	Aktien	"0,03"	"19,23"	14.167	272.484	"272.484,02"	Zyklische Konsumgüter 	INE787D01026	National Stock Exchange Of India	Indien	INR
2015	FENG HSIN IRON & STEEL LTD	Aktien	"0,03"	"1,99"	137	272.195	"272.194,92"	Materialien	TW0002015005	Taiwan Stock Exchange	Taiwan	TWD
300015	AIER EYE HOSPITAL GROUP LTD A	Aktien	"0,03"	"7,96"	34.072	271.313	"271.313,04"	Gesundheitsversorgung	CNE100000GR6	Shenzhen Stock Exchange	China	CNY
6206	FLYTECH TECHNOLOGY LTD	Aktien	"0,03"	"2,13"	127	270.034	"270.033,81"	IT	TW0006206006	Taiwan Stock Exchange	Taiwan	TWD
1776	GF SECURITIES LTD H	Aktien	"0,03"	"1,31"	206.4	269.517	"269.516,71"	Financials	CNE100001TQ9	Hong Kong Exchanges And Clearing Ltd	China	HKD
5385	HYUNDAI MOTOR S1 PREF	Aktien	"0,03"	"74,40"	3.605	268.206	"268.206,37"	Zyklische Konsumgüter 	KR7005381009	Korea Exchange (Stock Market)	Korea	KRW
300760	SHENZHEN MINDRAY BIO-MEDICAL ELECT	Aktien	"0,03"	"53,61"	5	268.051	"268.050,96"	Gesundheitsversorgung	CNE100003G67	Shenzhen Stock Exchange	China	CNY
MINT.R	MINOR INTERNATIONAL PUBLIC NON VOT	Aktien	"0,03"	"0,64"	418.285	267.885	"267.885,48"	Zyklische Konsumgüter 	TH0128010R17	Stock Exchange Of Thailand	Thailand	THB
251270	NETMARBLE CORP	Aktien	"0,03"	"137,00"	1.955	267.843	"267.843,05"	Kommunikation	KR7251270005	Korea Exchange (Stock Market)	Korea	KRW
HAVELLS	HAVELLS INDIA LTD	Aktien	"0,03"	"9,71"	27.563	267.622	"267.622,43"	Industrie	INE176B01034	National Stock Exchange Of India	Indien	INR
2408	NANYA TECHNOLOGY CORP	Aktien	"0,03"	"2,07"	129	267.092	"267.091,92"	IT	TW0002408002	Taiwan Stock Exchange	Taiwan	TWD
720	HYUNDAI ENGINEERING & CONSTRUCTION	Aktien	"0,03"	"26,62"	10.025	266.87	"266.869,72"	Industrie	KR7000720003	Korea Exchange (Stock Market)	Korea	KRW
603259	WUXI APPTEC LTD A	Aktien	"0,03"	"15,52"	17.16	266.377	"266.377,29"	Gesundheitsversorgung	CNE1000031K4	Shanghai Stock Exchange	China	CNY
10140	SAMSUNG HEAVY INDUSTRIES LTD	Aktien	"0,03"	"4,62"	57.462	265.573	"265.573,34"	Industrie	KR7010140002	Korea Exchange (Stock Market)	Korea	KRW
BEM.R	BANGKOK EXPRESSWAY AND METRO PCL N	Aktien	"0,03"	"0,28"	946.7	265.067	"265.066,86"	Industrie	TH6999010R15	Stock Exchange Of Thailand	Thailand	THB
HSBFT	CASH COLLATERAL USD HSBFT	Cash Collateral and Margins	"0,03"	"100,00"	265	265	"265.000,00"	Cash und/oder Derivate	-	-	Vereinigte Staaten	USD
1	PING AN BANK LTD A	Aktien	"0,03"	"2,27"	116.6	264.98	"264.980,16"	Financials	CNE000000040	Shenzhen Stock Exchange	China	CNY
35250	KANGWON LAND INC	Aktien	"0,03"	"18,90"	13.996	264.568	"264.567,79"	Zyklische Konsumgüter 	KR7035250000	Korea Exchange (Stock Market)	Korea	KRW
MOMO	MOMO ADR REPRESENTING INC	Aktien	"0,03"	"14,98"	17.653	264.442	"264.441,94"	Kommunikation	US60879B1070	NASDAQ	China	USD
MARICO	MARICO LTD	Aktien	"0,03"	"5,05"	52.297	264.077	"264.076,79"	Nichtzyklische Konsumgüter	INE196A01026	National Stock Exchange Of India	Indien	INR
PEO	BANK PEKAO SA	Aktien	"0,03"	"13,91"	18.898	262.877	"262.876,51"	Financials	PLPEKAO00016	Warsaw Stock Exchange/Equities/Main Market	Polen	PLN
10950	S-OIL CORP	Aktien	"0,03"	"49,08"	5.355	262.816	"262.816,39"	Energie	KR7010950004	Korea Exchange (Stock Market)	Korea	KRW
2548	HUAKU DEVELOPMENT LTD	Aktien	"0,03"	"3,01"	87	261.707	"261.706,58"	Immobilien	TW0002548005	Taiwan Stock Exchange	Taiwan	TWD
BAAKOMB	KOMERCNI BANK	Aktien	"0,03"	"21,58"	12.078	260.699	"260.698,66"	Financials	CZ0008019106	Prague Stock Exchange	Tschechien	CZK
2395	ADVANTECH LTD	Aktien	"0,03"	"10,30"	25.296	260.552	"260.551,71"	IT	TW0002395001	Taiwan Stock Exchange	Taiwan	TWD
2344	WINBOND ELECTRONICS CORP	Aktien	"0,03"	"0,50"	516	258.998	"258.998,22"	IT	TW0002344009	Taiwan Stock Exchange	Taiwan	TWD
3670	POSCO CHEMICAL LTD	Aktien	"0,03"	"74,57"	3.469	258.69	"258.689,79"	Materialien	KR7003670007	Korea Exchange (Stock Market)	Korea	KRW
IOICORP	IOI CORPORATION	Aktien	"0,03"	"1,07"	240.6	258.284	"258.284,33"	Nichtzyklische Konsumgüter	MYL1961OO001	Bursa Malaysia	Malaysia	MYR
1504	TECO ELECTRIC & MACHINERY LTD	Aktien	"0,03"	"1,04"	248	257.172	"257.171,74"	Industrie	TW0001504009	Taiwan Stock Exchange	Taiwan	TWD
