Fondsposition per,"13.Okt.2020"
 
Emittententicker,Name,Anlageklasse,Gewichtung (%),Kurs,Nominale,Marktwert,Nominalwert,Sektor,ISIN,Börse,Standort,Marktwährung
"TKWY","JUST EAT TAKEAWA NV","Aktien","0,17","97,78","98.873","9.667.802","9.667.801,94","Zyklische Konsumgüter ","NL0012015705","Euronext Amsterdam","Niederlande","EUR"
"OCDO","OCADO GROUP PLC","Aktien","0,17","27,22","354.480","9.650.263","9.650.262,83","Zyklische Konsumgüter ","GB00B3MBS747","London Stock Exchange","Vereinigtes Königreich","GBP"
"CARL B","CARLSBERG AS CL B","Aktien","0,17","120,40","79.855","9.614.540","9.614.539,72","Nichtzyklische Konsumgüter","DK0010181759","Omx Nordic Exchange Copenhagen A/S","Dänemark","DKK"
"HM B","HENNES & MAURITZ","Aktien","0,16","15,21","625.235","9.512.252","9.512.251,56","Zyklische Konsumgüter ","SE0000106270","Nasdaq Omx Nordic","Schweden","SEK"
"SCMN","SWISSCOM AG","Aktien","0,16","466,28","20.379","9.502.393","9.502.392,69","Kommunikation","CH0008742519","Six Swiss Exchange Ag","Schweiz","CHF"
"KRX","KINGSPAN GROUP PLC","Aktien","0,16","80,15","118.361","9.486.634","9.486.634,15","Industrie","IE0004927939","Irish Stock Exchange - All Market","Irland","EUR"
"SGRO","SEGRO REIT PLC","Aktien","0,16","10,44","904.605","9.442.573","9.442.572,63","Immobilien","GB00B5ZN1N88","London Stock Exchange","Vereinigtes Königreich","GBP"
"SWED A","SWEDBANK","Aktien","0,16","13,63","692.723","9.441.556","9.441.555,82","Financials","SE0000242455","Nasdaq Omx Nordic","Schweden","SEK"
"UCB","UCB SA","Aktien","0,16","95,84","96.953","9.291.976","9.291.975,52","Gesundheitsversorgung","BE0003739530","Nyse Euronext - Euronext Brussels","Belgien","EUR"
"NZYM B","NOVOZYMES B","Aktien","0,16","55,35","166.607","9.221.719","9.221.719,43","Materialien","DK0060336014","Omx Nordic Exchange Copenhagen A/S","Dänemark","DKK"
"FCA","FIAT CHRYSLER AUTOMOBILES NV","Aktien","0,16","10,46","877.435","9.174.460","9.174.460,36","Zyklische Konsumgüter ","NL0010877643","Borsa Italiana","Italien","EUR"
"DNB","DNB","Aktien","0,15","12,21","738.423","9.019.131","9.019.131,04","Financials","NO0010031479","Oslo Bors Asa","Norwegen","NOK"
"SHB A","SVENSKA HANDELSBANKEN-A SHS","Aktien","0,15","7,38","1.198.801","8.844.415","8.844.414,83","Financials","SE0007100599","Nasdaq Omx Nordic","Schweden","SEK"
"LOGN","LOGITECH INTERNATIONAL SA","Aktien","0,15","68,92","127.403","8.780.300","8.780.300,12","IT","CH0025751329","SIX Swiss Exchange","Schweiz","CHF"
"III","3I GROUP PLC","Aktien","0,15","11,83","740.304","8.758.974","8.758.973,85","Financials","GB00B1YW4409","London Stock Exchange","Vereinigtes Königreich","GBP"
"RTO","RENTOKIL INITIAL PLC","Aktien","0,15","6,08","1.439.314","8.743.867","8.743.867,36","Industrie","GB00B082RF11","London Stock Exchange","Vereinigtes Königreich","GBP"
"SWMA","SWEDISH MATCH","Aktien","0,15","69,50","125.737","8.738.998","8.738.997,80","Nichtzyklische Konsumgüter","SE0000310336","Nasdaq Omx Nordic","Schweden","SEK"
"STAN","STANDARD CHARTERED PLC","Aktien","0,15","4,11","2.118.015","8.698.218","8.698.217,98","Financials","GB0004082847","London Stock Exchange","Vereinigtes Königreich","GBP"
"KBC","KBC GROEP","Aktien","0,15","43,86","196.767","8.630.201","8.630.200,62","Financials","BE0003565737","Nyse Euronext - Euronext Brussels","Belgien","EUR"
"ITRK","INTERTEK GROUP PLC","Aktien","0,15","68,45","123.508","8.453.666","8.453.666,18","Industrie","GB0031638363","London Stock Exchange","Vereinigtes Königreich","GBP"
"CON","CONTINENTAL AG","Aktien","0,14","98,02","84.591","8.291.610","8.291.609,82","Zyklische Konsumgüter ","DE0005439004","Xetra","Deutschland","EUR"
"ARGX","ARGENX","Aktien","0,14","235,20","34.618","8.142.154","8.142.153,60","Gesundheitsversorgung","NL0010832176","Nyse Euronext - Euronext Brussels","Belgien","EUR"
"BT.A","BT GROUP PLC","Aktien","0,14","1,18","6.896.547","8.129.208","8.129.208,47","Kommunikation","GB0030913577","London Stock Exchange","Vereinigtes Königreich","GBP"
"HLMA","HALMA PLC","Aktien","0,14","27,38","295.434","8.088.546","8.088.546,21","IT","GB0004052071","London Stock Exchange","Vereinigtes Königreich","GBP"
"SLHN","SWISS LIFE HOLDING AG","Aktien","0,14","325,76","24.812","8.082.878","8.082.877,56","Financials","CH0014852781","Six Swiss Exchange Ag","Schweiz","CHF"
"EDEN","EDENRED SA","Aktien","0,14","42,96","186.755","8.022.995","8.022.994,80","IT","FR0010908533","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"TEL","TELENOR","Aktien","0,14","14,23","561.230","7.985.698","7.985.698,06","Kommunikation","NO0010063308","Oslo Bors Asa","Norwegen","NOK"
"FER","FERROVIAL SA","Aktien","0,14","20,47","384.445","7.869.589","7.869.589,15","Industrie","ES0118900010","Bolsa De Madrid","Spanien","EUR"
"WLN","WORLDLINE SA","Aktien","0,13","73,18","106.577","7.799.305","7.799.304,86","IT","FR0011981968","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"SHL","SIEMENS HEALTHINEERS AG","Aktien","0,13","37,45","207.357","7.765.520","7.765.519,65","Gesundheitsversorgung","DE000SHL1006","Xetra","Deutschland","EUR"
"QIA","QIAGEN NV","Aktien","0,13","44,31","173.835","7.702.629","7.702.628,85","Gesundheitsversorgung","NL0012169213","Xetra","Deutschland","EUR"
"GLE","SOCIETE GENERALE SA","Aktien","0,13","12,21","630.833","7.702.471","7.702.470,93","Financials","FR0000130809","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"BEI","BEIERSDORF AG","Aktien","0,13","99,18","76.524","7.589.650","7.589.650,32","Nichtzyklische Konsumgüter","DE0005200000","Xetra","Deutschland","EUR"
"VIE","VEOLIA ENVIRON. SA","Aktien","0,13","18,20","415.519","7.562.446","7.562.445,80","Versorger","FR0000124141","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"SCHP","SCHINDLER HOLDING PAR AG","Aktien","0,13","231,56","32.339","7.488.344","7.488.343,94","Industrie","CH0024638196","Six Swiss Exchange Ag","Schweiz","CHF"
"NN","NN GROUP NV","Aktien","0,13","33,15","224.123","7.429.677","7.429.677,45","Financials","NL0010773842","Euronext Amsterdam","Niederlande","EUR"
"STMN","STRAUMANN HOLDING AG","Aktien","0,13","937,41","7.801","7.312.756","7.312.755,65","Gesundheitsversorgung","CH0012280076","Six Swiss Exchange Ag","Schweiz","CHF"
"TELIA","TELIA COMPANY","Aktien","0,12","3,72","1.955.237","7.276.890","7.276.889,72","Kommunikation","SE0000667925","Nasdaq Omx Nordic","Schweden","SEK"
"SPX","SPIRAX-SARCO ENGINEERING PLC","Aktien","0,12","126,17","57.371","7.238.314","7.238.314,02","Industrie","GB00BWFGQN14","London Stock Exchange","Vereinigtes Königreich","GBP"
"ERF","EUROFINS SCIENTIFIC","Aktien","0,12","704,80","10.235","7.213.628","7.213.628,00","Gesundheitsversorgung","FR0000038259","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"BNZL","BUNZL","Aktien","0,12","28,23","255.416","7.210.382","7.210.381,94","Industrie","GB00B0744B38","London Stock Exchange","Vereinigtes Königreich","GBP"
"KNIN","KUEHNE UND NAGEL INTERNATIONAL AG","Aktien","0,12","172,39","41.442","7.144.062","7.144.062,39","Industrie","CH0025238863","Six Swiss Exchange Ag","Schweiz","CHF"
"WPP","WPP PLC","Aktien","0,12","7,28","980.087","7.137.493","7.137.493,26","Kommunikation","JE00B8KF9B49","London Stock Exchange","Vereinigtes Königreich","GBP"
"MNDI","MONDI PLC","Aktien","0,12","18,43","386.836","7.128.392","7.128.391,73","Materialien","GB00B1CRLC47","London Stock Exchange","Vereinigtes Königreich","GBP"
"UG","PEUGEOT SA","Aktien","0,12","15,42","461.304","7.113.308","7.113.307,68","Zyklische Konsumgüter ","FR0000121501","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"CHR","CHR HANSEN HOLDING","Aktien","0,12","87,35","81.194","7.092.386","7.092.385,72","Materialien","DK0060227585","Omx Nordic Exchange Copenhagen A/S","Dänemark","DKK"
"REP","REPSOL SA","Aktien","0,12","6,14","1.153.150","7.082.647","7.082.647,30","Energie","ES0173516115","Bolsa De Madrid","Spanien","EUR"
"EVO","EVOLUTION GAMING GROUP","Aktien","0,12","71,57","98.492","7.049.268","7.049.267,63","Zyklische Konsumgüter ","SE0012673267","Nasdaq Omx Nordic","Schweden","SEK"
"MAERSK B","A P MOLLER MAERSK B","Aktien","0,12","1.430,10","4.898","7.004.641","7.004.641,15","Industrie","DK0010244508","Omx Nordic Exchange Copenhagen A/S","Dänemark","DKK"
"SRG","SNAM","Aktien","0,12","4,41","1.585.417","6.986.933","6.986.932,72","Versorger","IT0003153415","Borsa Italiana","Italien","EUR"
"CRDA","CRODA INTERNATIONAL PLC","Aktien","0,12","70,95","98.435","6.983.502","6.983.501,92","Materialien","GB00BJFFLV09","London Stock Exchange","Vereinigtes Königreich","GBP"
"NXT","NEXT PLC","Aktien","0,12","67,83","102.022","6.919.854","6.919.854,46","Zyklische Konsumgüter ","GB0032089863","London Stock Exchange","Vereinigtes Königreich","GBP"
"KINV B","KINNEVIK CLASS B","Aktien","0,12","34,51","199.280","6.877.014","6.877.013,60","Financials","SE0014684528","Nasdaq Omx Nordic","Schweden","SEK"
"PSN","PERSIMMON PLC","Aktien","0,12","28,12","244.516","6.875.638","6.875.637,93","Zyklische Konsumgüter ","GB0006825383","London Stock Exchange","Vereinigtes Königreich","GBP"
"GBLB","GROUPE BRUXELLES LAMBERT NV","Aktien","0,12","77,80","88.354","6.873.941","6.873.941,20","Financials","BE0003797140","Nyse Euronext - Euronext Brussels","Belgien","EUR"
"GN","GN STORE NORD","Aktien","0,12","68,81","99.142","6.822.110","6.822.109,63","Gesundheitsversorgung","DK0010272632","Omx Nordic Exchange Copenhagen A/S","Dänemark","DKK"
"ACA","CREDIT AGRICOLE SA","Aktien","0,12","7,42","917.509","6.806.082","6.806.081,76","Financials","FR0000045072","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"DIM","SARTORIUS STEDIM BIOTECH SA","Aktien","0,12","318,00","21.197","6.740.646","6.740.646,00","Gesundheitsversorgung","FR0013154002","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"KPN","KONINKLIJKE KPN NV","Aktien","0,11","2,40","2.783.448","6.680.275","6.680.275,20","Kommunikation","NL0000009082","Euronext Amsterdam","Niederlande","EUR"
"LEG","LEG IMMOBILIEN N AG","Aktien","0,11","124,68","53.516","6.672.375","6.672.374,88","Immobilien","DE000LEG1110","Xetra","Deutschland","EUR"
"TRN","TERNA RETE ELETTRICA NAZIONALE","Aktien","0,11","6,14","1.083.040","6.652.032","6.652.031,68","Versorger","IT0003242622","Borsa Italiana","Italien","EUR"
"EPI A","EPIROC CLASS A","Aktien","0,11","12,49","524.767","6.554.993","6.554.993,27","Industrie","SE0011166933","Nasdaq Omx Nordic","Schweden","SEK"
"CA","CARREFOUR SA","Aktien","0,11","13,82","473.117","6.538.477","6.538.476,94","Nichtzyklische Konsumgüter","FR0000120172","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"ING","INGENICO GROUP SA","Aktien","0,11","137,50","47.485","6.529.188","6.529.187,50","IT","FR0000125346","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"MT","ARCELORMITTAL SA","Aktien","0,11","11,77","554.716","6.527.898","6.527.897,89","Materialien","LU1598757687","Euronext Amsterdam","Frankreich","EUR"
"HEI","HEIDELBERGCEMENT AG","Aktien","0,11","55,34","117.657","6.511.138","6.511.138,38","Materialien","DE0006047004","Xetra","Deutschland","EUR"
"DANSKE","DANSKE BANK","Aktien","0,11","12,05","540.214","6.509.981","6.509.981,02","Financials","DK0010274414","Omx Nordic Exchange Copenhagen A/S","Dänemark","DKK"
"BAER","JULIUS BAER GRUPPE AG","Aktien","0,11","38,61","168.445","6.504.451","6.504.451,42","Financials","CH0102484968","Six Swiss Exchange Ag","Schweiz","CHF"
"BNR","BRENNTAG AG","Aktien","0,11","55,36","117.420","6.500.371","6.500.371,20","Industrie","DE000A1DAHH0","Xetra","Deutschland","EUR"
"SGE","SAGE GROUP PLC","Aktien","0,11","7,90","820.525","6.485.384","6.485.384,33","IT","GB00B8C3BL03","London Stock Exchange","Vereinigtes Königreich","GBP"
"ENR","SIEMENS ENERGY N AG","Aktien","0,11","21,71","297.390","6.456.337","6.456.336,90","Industrie","DE000ENER6Y0","Xetra","Deutschland","EUR"
"ALO","ALSTOM SA","Aktien","0,11","41,27","154.287","6.367.424","6.367.424,49","Industrie","FR0010220475","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"G24","SCOUT24 N AG","Aktien","0,11","75,80","83.368","6.319.294","6.319.294,40","Kommunikation","DE000A12DM80","Xetra","Deutschland","EUR"
"HNR1","HANNOVER RUECK","Aktien","0,11","131,00","48.228","6.317.868","6.317.868,00","Financials","DE0008402215","Xetra","Deutschland","EUR"
"HEN","HENKEL AG","Aktien","0,11","81,00","77.731","6.296.211","6.296.211,00","Nichtzyklische Konsumgüter","DE0006048408","Xetra","Deutschland","EUR"
"LISN","CHOCOLADEFABRIKEN LINDT & SPRUENGL","Aktien","0,11","79.670,51","79","6.293.989","6.293.989,44","Nichtzyklische Konsumgüter","CH0010570759","SIX Swiss Exchange","Schweiz","CHF"
"LISP","CHOCOLADEFABRIKEN LINDT & SPRUENGL","Aktien","0,11","7.445,23","844","6.283.795","6.283.795,31","Nichtzyklische Konsumgüter","CH0010570767","SIX Swiss Exchange","Schweiz","CHF"
"HEIO","HEINEKEN HOLDING NV","Aktien","0,11","71,00","87.650","6.223.150","6.223.150,00","Nichtzyklische Konsumgüter","NL0000008977","Euronext Amsterdam","Niederlande","EUR"
"STERV","STORA ENSO CLASS R","Aktien","0,11","14,29","435.371","6.219.275","6.219.274,74","Materialien","FI0009005961","Nasdaq Omx Helsinki Ltd.","Finnland","EUR"
"PUM","PUMA","Aktien","0,11","81,76","75.815","6.198.634","6.198.634,40","Zyklische Konsumgüter ","DE0006969603","Xetra","Deutschland","EUR"
"AENA","AENA SME SA","Aktien","0,11","116,70","53.028","6.188.368","6.188.367,60","Industrie","ES0105046009","Bolsa De Madrid","Spanien","EUR"
"FORTUM","FORTUM","Aktien","0,11","18,05","341.178","6.158.263","6.158.262,90","Versorger","FI0009007132","Nasdaq Omx Helsinki Ltd.","Finnland","EUR"
"IHG","INTERCONTINENTAL HOTELS GROUP PLC","Aktien","0,11","47,12","129.979","6.124.125","6.124.125,49","Zyklische Konsumgüter ","GB00BHJYC057","London Stock Exchange","Vereinigtes Königreich","GBP"
"PAH3","PORSCHE AUTOMOBIL HOLDING PREF","Aktien","0,10","49,81","121.874","6.070.544","6.070.543,94","Zyklische Konsumgüter ","DE000PAH0038","Xetra","Deutschland","EUR"
"MTX","MTU AERO ENGINES HOLDING AG","Aktien","0,10","150,35","40.167","6.039.108","6.039.108,45","Industrie","DE000A0D9PT0","Xetra","Deutschland","EUR"
"PNDORA","PANDORA","Aktien","0,10","77,89","77.353","6.025.274","6.025.274,22","Zyklische Konsumgüter ","DK0060252690","Omx Nordic Exchange Copenhagen A/S","Dänemark","DKK"
"SK3","SMURFIT KAPPA GROUP PLC","Aktien","0,10","34,60","172.868","5.981.233","5.981.232,80","Materialien","IE00B1RR8406","Irish Stock Exchange - All Market","Irland","EUR"
"1COV","COVESTRO AG","Aktien","0,10","44,25","135.040","5.975.520","5.975.520,00","Materialien","DE0006062144","Xetra","Deutschland","EUR"
"ADEN","ADECCO GROUP AG","Aktien","0,10","47,93","122.891","5.890.523","5.890.522,81","Industrie","CH0012138605","Six Swiss Exchange Ag","Schweiz","CHF"
"GRF","GRIFOLS SA CLASS A","Aktien","0,10","25,38","228.043","5.787.731","5.787.731,34","Gesundheitsversorgung","ES0171996087","Bolsa De Madrid","Spanien","EUR"
"KGF","KINGFISHER PLC","Aktien","0,10","3,40","1.688.908","5.746.360","5.746.360,19","Zyklische Konsumgüter ","GB0033195214","London Stock Exchange","Vereinigtes Königreich","GBP"
"FBK","FINECOBANK BANCA FINECO","Aktien","0,10","12,15","472.512","5.741.021","5.741.020,80","Financials","IT0000072170","Borsa Italiana","Italien","EUR"
"ELE","ENDESA SA","Aktien","0,10","23,74","239.752","5.691.712","5.691.712,48","Versorger","ES0130670112","Bolsa De Madrid","Spanien","EUR"
"KBX","KNORR BREMSE AG","Aktien","0,10","104,20","54.619","5.691.300","5.691.299,80","Industrie","DE000KBX1006","Xetra","Deutschland","EUR"
"NIBE B","NIBE INDUSTRIER CLASS B","Aktien","0,10","23,43","241.331","5.655.589","5.655.589,11","Industrie","SE0008321293","Nasdaq Omx Nordic","Schweden","SEK"
"TEMN","TEMENOS AG","Aktien","0,10","113,73","49.651","5.646.750","5.646.750,35","IT","CH0012453913","Six Swiss Exchange Ag","Schweiz","CHF"
"SCA B","SVENSKA CELLULOSA B","Aktien","0,10","11,97","468.828","5.611.385","5.611.385,07","Materialien","SE0000112724","Nasdaq Omx Nordic","Schweden","SEK"
"CNHI","CNH INDUSTRIAL NV","Aktien","0,10","7,18","780.892","5.606.805","5.606.804,56","Industrie","NL0010545661","Borsa Italiana","Italien","EUR"
"UBI","UBISOFT ENTERTAINMENT SA CAT A","Aktien","0,10","83,02","66.959","5.558.936","5.558.936,18","Kommunikation","FR0000054470","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"MONC","MONCLER","Aktien","0,10","36,79","150.477","5.536.049","5.536.048,83","Zyklische Konsumgüter ","IT0004965148","Borsa Italiana","Italien","EUR"
"UMI","UMICORE SA","Aktien","0,09","37,12","148.720","5.520.486","5.520.486,40","Materialien","BE0974320526","Nyse Euronext - Euronext Brussels","Belgien","EUR"
"HO","THALES SA","Aktien","0,09","65,74","83.789","5.508.289","5.508.288,86","Industrie","FR0000121329","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"UU.","UNITED UTILITIES GROUP PLC","Aktien","0,09","9,95","553.320","5.506.533","5.506.532,84","Versorger","GB00B39J2M42","London Stock Exchange","Vereinigtes Königreich","GBP"
"ELISA","ELISA","Aktien","0,09","51,04","107.690","5.496.498","5.496.497,60","Kommunikation","FI0009007884","Nasdaq Omx Helsinki Ltd.","Finnland","EUR"
"ATO","ATOS","Aktien","0,09","70,46","77.953","5.492.568","5.492.568,38","IT","FR0000051732","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"REE","RED ELECTRICA SA","Aktien","0,09","15,93","344.381","5.485.989","5.485.989,33","Versorger","ES0173093024","Bolsa De Madrid","Spanien","EUR"
"MOWI","MOWI","Aktien","0,09","15,79","347.277","5.482.217","5.482.216,74","Nichtzyklische Konsumgüter","NO0003054108","Oslo Bors Asa","Norwegen","NOK"
"BRBY","BURBERRY GROUP PLC","Aktien","0,09","17,44","313.813","5.472.200","5.472.200,23","Zyklische Konsumgüter ","GB0031743007","London Stock Exchange","Vereinigtes Königreich","GBP"
"GVC","GVC HOLDINGS PLC","Aktien","0,09","11,65","468.705","5.462.602","5.462.601,92","Zyklische Konsumgüter ","IM00B5VQMV65","London Stock Exchange","Vereinigtes Königreich","GBP"
"SKF B","SKF B","Aktien","0,09","18,45","296.027","5.462.872","5.462.871,91","Industrie","SE0000108227","Nasdaq Omx Nordic","Schweden","SEK"
"ABF","ASSOCIATED BRITISH FOODS PLC","Aktien","0,09","20,19","269.220","5.435.850","5.435.849,81","Nichtzyklische Konsumgüter","GB0006731235","London Stock Exchange","Vereinigtes Königreich","GBP"
"NEXI","NEXI","Aktien","0,09","16,00","338.068","5.409.088","5.409.088,00","IT","IT0005366767","Borsa Italiana","Italien","EUR"
"CCEP","COCA COLA EUROPEAN PARTNERS PLC","Aktien","0,09","34,04","158.881","5.408.772","5.408.772,46","Nichtzyklische Konsumgüter","GB00BDCPN049","New York Stock Exchange Inc.","Niederlande","USD"
"ORK","ORKLA","Aktien","0,09","8,69","613.549","5.331.652","5.331.652,23","Nichtzyklische Konsumgüter","NO0003733800","Oslo Bors Asa","Norwegen","NOK"
"INF","INFORMA PLC","Aktien","0,09","4,53","1.168.542","5.293.826","5.293.825,80","Kommunikation","GB00BMJ6DW54","London Stock Exchange","Vereinigtes Königreich","GBP"
"EN","BOUYGUES SA","Aktien","0,09","30,67","171.614","5.263.401","5.263.401,38","Industrie","FR0000120503","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"MRO","MELROSE INDUSTRIES PLC","Aktien","0,09","1,41","3.706.175","5.214.865","5.214.864,99","Industrie","GB00BZ1G4322","London Stock Exchange","Vereinigtes Königreich","GBP"
"PUB","PUBLICIS GROUPE SA","Aktien","0,09","30,61","167.944","5.140.766","5.140.765,84","Kommunikation","FR0000130577","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"BOL","BOLIDEN","Aktien","0,09","24,68","208.091","5.136.240","5.136.239,78","Materialien","SE0012455673","Nasdaq Omx Nordic","Schweden","SEK"
"SVT","SEVERN TRENT PLC","Aktien","0,09","27,99","181.169","5.070.320","5.070.320,22","Versorger","GB00B1FH8J72","London Stock Exchange","Vereinigtes Königreich","GBP"
"ATL","ATLANTIA","Aktien","0,09","13,27","379.077","5.028.456","5.028.456,41","Industrie","IT0003506190","Borsa Italiana","Italien","EUR"
"SMIN","SMITHS GROUP PLC","Aktien","0,09","15,33","323.376","4.957.777","4.957.777,30","Industrie","GB00B1WY2338","London Stock Exchange","Vereinigtes Königreich","GBP"
"PRY","PRYSMIAN","Aktien","0,08","26,45","186.618","4.936.046","4.936.046,10","Industrie","IT0004176001","Borsa Italiana","Italien","EUR"
"ACS","ACS ACTIVIDADES DE CONSTRUCCION Y","Aktien","0,08","23,48","210.126","4.933.758","4.933.758,48","Industrie","ES0167050915","Bolsa De Madrid","Spanien","EUR"
"BDEV","BARRATT DEVELOPMENTS PLC","Aktien","0,08","6,01","819.417","4.927.238","4.927.237,87","Zyklische Konsumgüter ","GB0000811801","London Stock Exchange","Vereinigtes Königreich","GBP"
"AKE","ARKEMA SA","Aktien","0,08","94,38","51.985","4.906.344","4.906.344,30","Materialien","FR0010313833","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"AGS","AGEAS SA","Aktien","0,08","35,44","138.252","4.899.651","4.899.650,88","Financials","BE0974264930","Nyse Euronext - Euronext Brussels","Belgien","EUR"
"EMSN","EMS-CHEMIE HOLDING AG","Aktien","0,08","815,34","5.988","4.882.280","4.882.279,61","Materialien","CH0016440353","SIX Swiss Exchange","Schweiz","CHF"
"EDF","ELECTRICITE DE FRANCE SA","Aktien","0,08","10,11","481.437","4.864.921","4.864.920,88","Versorger","FR0010242511","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"ICSSAGD","BLK ICS GBP LIQ AGENCY DIS","Money Market","0,08","1,11","4.388.678","4.852.808","4.852.807,90","Cash und/oder Derivate","IE00B52L4369","-","Irland","GBP"
"SKA B","SKANSKA B","Aktien","0,08","18,54","260.831","4.834.809","4.834.809,35","Industrie","SE0000113250","Nasdaq Omx Nordic","Schweden","SEK"
"FR","VALEO SA","Aktien","0,08","27,13","177.187","4.807.083","4.807.083,31","Zyklische Konsumgüter ","FR0013176526","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"SLA","STANDARD LIFE ABERDEEN PLC","Aktien","0,08","2,70","1.740.416","4.707.267","4.707.267,47","Financials","GB00BF8Q6K64","London Stock Exchange","Vereinigtes Königreich","GBP"
"BALN","BALOISE HOLDING AG","Aktien","0,08","125,42","37.433","4.694.967","4.694.966,50","Financials","CH0012410517","SIX Swiss Exchange","Schweiz","CHF"
"FGR","EIFFAGE SA","Aktien","0,08","70,92","66.161","4.692.138","4.692.138,12","Industrie","FR0000130452","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"AUTO","AUTO TRADER GROUP PLC","Aktien","0,08","6,36","729.498","4.639.833","4.639.832,89","Kommunikation","GB00BVYVFW23","London Stock Exchange","Vereinigtes Königreich","GBP"
"SOLB","SOLVAY SA","Aktien","0,08","76,94","60.104","4.624.402","4.624.401,76","Materialien","BE0003470755","Nyse Euronext - Euronext Brussels","Belgien","EUR"
"BKG","BERKELEY GROUP HOLDINGS (THE) PLC","Aktien","0,08","47,79","96.431","4.608.513","4.608.512,70","Zyklische Konsumgüter ","GB00B02L3W35","London Stock Exchange","Vereinigtes Königreich","GBP"
"SPSN","SWISS PRIME SITE AG","Aktien","0,08","77,39","59.386","4.595.751","4.595.751,25","Immobilien","CH0008038389","SIX Swiss Exchange","Schweiz","CHF"
"BARN","BARRY CALLEBAUT AG","Aktien","0,08","1.938,18","2.358","4.570.250","4.570.249,81","Nichtzyklische Konsumgüter","CH0009002962","SIX Swiss Exchange","Schweiz","CHF"
"SGRE","SIEMENS GAMESA RENEWABLE ENERGY SA","Aktien","0,08","25,73","176.972","4.553.490","4.553.489,56","Industrie","ES0143416115","Bolsa De Madrid","Spanien","EUR"
"RAND","RANDSTAD HOLDING","Aktien","0,08","46,20","98.467","4.549.175","4.549.175,40","Industrie","NL0000379121","Euronext Amsterdam","Niederlande","EUR"
"ALFA","ALFA LAVAL","Aktien","0,08","18,77","241.174","4.526.426","4.526.426,33","Industrie","SE0000695876","Nasdaq Omx Nordic","Schweden","SEK"
"BIM","BIOMERIEUX SA","Aktien","0,08","142,50","31.473","4.484.903","4.484.902,50","Gesundheitsversorgung","FR0013280286","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"BVI","BUREAU VERITAS SA","Aktien","0,08","19,98","223.737","4.469.147","4.469.146,58","Industrie","FR0006174348","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"TMV","TEAMVIEWER AG","Aktien","0,08","44,36","100.645","4.464.612","4.464.612,20","IT","DE000A2YN900","Xetra","Deutschland","EUR"
"CABK","CAIXABANK SA","Aktien","0,08","1,63","2.744.451","4.459.733","4.459.732,88","Financials","ES0140609019","Bolsa De Madrid","Spanien","EUR"
"DCC","DCC PLC","Aktien","0,08","59,58","74.703","4.450.666","4.450.665,82","Industrie","IE0002424939","London Stock Exchange","Vereinigtes Königreich","GBP"
"SEV","SUEZ SA","Aktien","0,08","15,81","281.245","4.445.077","4.445.077,22","Versorger","FR0010613471","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"TEL2 B","TELE2 B","Aktien","0,08","11,58","382.926","4.433.231","4.433.230,66","Kommunikation","SE0005190238","Nasdaq Omx Nordic","Schweden","SEK"
"NWG","NATWEST GROUP PLC","Aktien","0,08","1,20","3.653.284","4.399.169","4.399.169,25","Financials","GB00B7T77214","London Stock Exchange","Vereinigtes Königreich","GBP"
"CHF","CHF CASH","Geldmarkt","0,08","93,18","4.719.882","4.398.088","4.398.088,19","Cash und/oder Derivate","-","-","Schweiz","CHF"
"UHR","THE SWATCH GROUP AG","Aktien","0,08","203,79","21.469","4.375.155","4.375.154,59","Zyklische Konsumgüter ","CH0012255151","Six Swiss Exchange Ag","Schweiz","CHF"
"SW","SODEXO SA","Aktien","0,07","62,60","68.995","4.319.087","4.319.087,00","Zyklische Konsumgüter ","FR0000121220","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"VIFN","VIFOR PHARMA AG","Aktien","0,07","117,13","36.876","4.319.285","4.319.285,26","Gesundheitsversorgung","CH0364749348","SIX Swiss Exchange","Schweiz","CHF"
"YAR","YARA INTERNATIONAL","Aktien","0,07","31,91","135.240","4.314.875","4.314.875,44","Materialien","NO0010208051","Oslo Bors Asa","Norwegen","NOK"
