Fondsposition per,"13.Okt.2020"
 
Emittententicker,Name,Anlageklasse,Gewichtung (%),Kurs,Nominale,Marktwert,Nominalwert,Sektor,ISIN,Börse,Standort,Marktwährung
"OCDO","OCADO GROUP PLC","Aktien","0,16","27,22","152.462","4.150.582","4.150.582,18","Zyklische Konsumgüter ","GB00B3MBS747","London Stock Exchange","Vereinigtes Königreich","GBP"
"SWED A","SWEDBANK","Aktien","0,16","13,63","302.655","4.125.075","4.125.074,63","Financials","SE0000242455","Nasdaq Omx Nordic","Schweden","SEK"
"SGRO","SEGRO REIT PLC","Aktien","0,16","10,44","395.126","4.124.459","4.124.458,69","Immobilien","GB00B5ZN1N88","London Stock Exchange","Vereinigtes Königreich","GBP"
"KRX","KINGSPAN GROUP PLC","Aktien","0,16","80,15","50.670","4.061.201","4.061.200,50","Industrie","IE0004927939","Irish Stock Exchange - All Market","Irland","EUR"
"HM B","HENNES & MAURITZ","Aktien","0,16","15,21","266.179","4.049.616","4.049.615,92","Zyklische Konsumgüter ","SE0000106270","Nasdaq Omx Nordic","Schweden","SEK"
"NZYM B","NOVOZYMES B","Aktien","0,16","55,35","73.082","4.045.098","4.045.098,34","Materialien","DK0060336014","Omx Nordic Exchange Copenhagen A/S","Dänemark","DKK"
"SCMN","SWISSCOM AG","Aktien","0,16","466,28","8.647","4.031.954","4.031.953,95","Kommunikation","CH0008742519","Six Swiss Exchange Ag","Schweiz","CHF"
"UCB","UCB SA","Aktien","0,16","95,84","41.933","4.018.859","4.018.858,72","Gesundheitsversorgung","BE0003739530","Nyse Euronext - Euronext Brussels","Belgien","EUR"
"TKWY","JUST EAT TAKEAWA NV","Aktien","0,16","97,78","40.922","4.001.353","4.001.353,16","Zyklische Konsumgüter ","NL0012015705","Euronext Amsterdam","Niederlande","EUR"
"SWMA","SWEDISH MATCH","Aktien","0,16","69,50","57.559","4.000.477","4.000.476,98","Nichtzyklische Konsumgüter","SE0000310336","Nasdaq Omx Nordic","Schweden","SEK"
"III","3I GROUP PLC","Aktien","0,16","11,83","332.661","3.935.909","3.935.908,76","Financials","GB00B1YW4409","London Stock Exchange","Vereinigtes Königreich","GBP"
"DNB","DNB","Aktien","0,15","12,21","319.489","3.902.253","3.902.252,72","Financials","NO0010031479","Oslo Bors Asa","Norwegen","NOK"
"FCA","FIAT CHRYSLER AUTOMOBILES NV","Aktien","0,15","10,46","370.676","3.875.788","3.875.788,26","Zyklische Konsumgüter ","NL0010877643","Borsa Italiana","Italien","EUR"
"SHB A","SVENSKA HANDELSBANKEN-A SHS","Aktien","0,15","7,38","524.126","3.866.853","3.866.853,44","Financials","SE0007100599","Nasdaq Omx Nordic","Schweden","SEK"
"STAN","STANDARD CHARTERED PLC","Aktien","0,15","4,11","934.979","3.839.751","3.839.751,44","Financials","GB0004082847","London Stock Exchange","Vereinigtes Königreich","GBP"
"LOGN","LOGITECH INTERNATIONAL SA","Aktien","0,15","68,92","55.463","3.822.373","3.822.372,99","IT","CH0025751329","SIX Swiss Exchange","Schweiz","CHF"
"RTO","RENTOKIL INITIAL PLC","Aktien","0,15","6,08","619.172","3.761.485","3.761.484,87","Industrie","GB00B082RF11","London Stock Exchange","Vereinigtes Königreich","GBP"
"KBC","KBC GROEP","Aktien","0,15","43,86","85.556","3.752.486","3.752.486,16","Financials","BE0003565737","Nyse Euronext - Euronext Brussels","Belgien","EUR"
"ITRK","INTERTEK GROUP PLC","Aktien","0,15","68,45","53.893","3.688.777","3.688.776,69","Industrie","GB0031638363","London Stock Exchange","Vereinigtes Königreich","GBP"
"CON","CONTINENTAL AG","Aktien","0,14","98,02","37.238","3.650.069","3.650.068,76","Zyklische Konsumgüter ","DE0005439004","Xetra","Deutschland","EUR"
"BT.A","BT GROUP PLC","Aktien","0,14","1,18","3.001.589","3.538.081","3.538.081,12","Kommunikation","GB0030913577","London Stock Exchange","Vereinigtes Königreich","GBP"
"EDEN","EDENRED SA","Aktien","0,14","42,96","82.275","3.534.534","3.534.534,00","IT","FR0010908533","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"ARGX","ARGENX","Aktien","0,14","235,20","14.914","3.507.773","3.507.772,80","Gesundheitsversorgung","NL0010832176","Nyse Euronext - Euronext Brussels","Belgien","EUR"
"SLHN","SWISS LIFE HOLDING AG","Aktien","0,14","325,76","10.687","3.481.449","3.481.449,00","Financials","CH0014852781","Six Swiss Exchange Ag","Schweiz","CHF"
"HLMA","HALMA PLC","Aktien","0,14","27,38","127.072","3.479.044","3.479.043,52","IT","GB0004052071","London Stock Exchange","Vereinigtes Königreich","GBP"
"TEL","TELENOR","Aktien","0,14","14,23","240.931","3.428.188","3.428.188,48","Kommunikation","NO0010063308","Oslo Bors Asa","Norwegen","NOK"
"BEI","BEIERSDORF AG","Aktien","0,14","99,18","34.476","3.419.330","3.419.329,68","Nichtzyklische Konsumgüter","DE0005200000","Xetra","Deutschland","EUR"
"WLN","WORLDLINE SA","Aktien","0,13","73,18","46.465","3.400.309","3.400.308,70","IT","FR0011981968","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"MAERSK B","A P MOLLER MAERSK B","Aktien","0,13","1.430,10","2.377","3.399.353","3.399.353,21","Industrie","DK0010244508","Omx Nordic Exchange Copenhagen A/S","Dänemark","DKK"
"SHL","SIEMENS HEALTHINEERS AG","Aktien","0,13","37,45","90.418","3.386.154","3.386.154,10","Gesundheitsversorgung","DE000SHL1006","Xetra","Deutschland","EUR"
"FER","FERROVIAL SA","Aktien","0,13","20,47","163.622","3.349.342","3.349.342,34","Industrie","ES0118900010","Bolsa De Madrid","Spanien","EUR"
"GLE","SOCIETE GENERALE SA","Aktien","0,13","12,21","274.016","3.345.735","3.345.735,36","Financials","FR0000130809","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"VIE","VEOLIA ENVIRON. SA","Aktien","0,13","18,20","183.444","3.338.681","3.338.680,80","Versorger","FR0000124141","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"BNZL","BUNZL","Aktien","0,13","28,23","118.236","3.337.797","3.337.796,84","Industrie","GB00B0744B38","London Stock Exchange","Vereinigtes Königreich","GBP"
"STMN","STRAUMANN HOLDING AG","Aktien","0,13","937,41","3.467","3.250.009","3.250.009,47","Gesundheitsversorgung","CH0012280076","Six Swiss Exchange Ag","Schweiz","CHF"
"SCHP","SCHINDLER HOLDING PAR AG","Aktien","0,13","231,56","13.965","3.233.703","3.233.703,05","Industrie","CH0024638196","Six Swiss Exchange Ag","Schweiz","CHF"
"CRDA","CRODA INTERNATIONAL PLC","Aktien","0,13","70,95","45.132","3.201.904","3.201.903,88","Materialien","GB00BJFFLV09","London Stock Exchange","Vereinigtes Königreich","GBP"
"NN","NN GROUP NV","Aktien","0,13","33,15","96.257","3.190.920","3.190.919,55","Financials","NL0010773842","Euronext Amsterdam","Niederlande","EUR"
"TELIA","TELIA COMPANY","Aktien","0,12","3,72","848.164","3.156.648","3.156.648,47","Kommunikation","SE0000667925","Nasdaq Omx Nordic","Schweden","SEK"
"ERF","EUROFINS SCIENTIFIC","Aktien","0,12","704,80","4.456","3.140.589","3.140.588,80","Gesundheitsversorgung","FR0000038259","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"WPP","WPP PLC","Aktien","0,12","7,28","425.791","3.100.827","3.100.827,16","Kommunikation","JE00B8KF9B49","London Stock Exchange","Vereinigtes Königreich","GBP"
"SPX","SPIRAX-SARCO ENGINEERING PLC","Aktien","0,12","126,17","24.543","3.096.511","3.096.511,15","Industrie","GB00BWFGQN14","London Stock Exchange","Vereinigtes Königreich","GBP"
"UG","PEUGEOT SA","Aktien","0,12","15,42","200.668","3.094.301","3.094.300,56","Zyklische Konsumgüter ","FR0000121501","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"QIA","QIAGEN NV","Aktien","0,12","44,31","69.815","3.093.503","3.093.502,65","Gesundheitsversorgung","NL0012169213","Xetra","Deutschland","EUR"
"KNIN","KUEHNE UND NAGEL INTERNATIONAL AG","Aktien","0,12","172,39","17.920","3.089.175","3.089.175,18","Industrie","CH0025238863","Six Swiss Exchange Ag","Schweiz","CHF"
"REP","REPSOL SA","Aktien","0,12","6,14","502.097","3.083.880","3.083.879,77","Energie","ES0173516115","Bolsa De Madrid","Spanien","EUR"
"CHR","CHR HANSEN HOLDING","Aktien","0,12","87,35","35.279","3.081.660","3.081.659,68","Materialien","DK0060227585","Omx Nordic Exchange Copenhagen A/S","Dänemark","DKK"
"EVO","EVOLUTION GAMING GROUP","Aktien","0,12","71,57","42.970","3.075.448","3.075.448,06","Zyklische Konsumgüter ","SE0012673267","Nasdaq Omx Nordic","Schweden","SEK"
"NXT","NEXT PLC","Aktien","0,12","67,83","45.220","3.067.141","3.067.140,61","Zyklische Konsumgüter ","GB0032089863","London Stock Exchange","Vereinigtes Königreich","GBP"
"PSN","PERSIMMON PLC","Aktien","0,12","28,12","109.077","3.067.177","3.067.177,44","Zyklische Konsumgüter ","GB0006825383","London Stock Exchange","Vereinigtes Königreich","GBP"
"GBLB","GROUPE BRUXELLES LAMBERT NV","Aktien","0,12","77,80","39.219","3.051.238","3.051.238,20","Financials","BE0003797140","Nyse Euronext - Euronext Brussels","Belgien","EUR"
"SRG","SNAM","Aktien","0,12","4,41","688.030","3.032.148","3.032.148,21","Versorger","IT0003153415","Borsa Italiana","Italien","EUR"
"SGE","SAGE GROUP PLC","Aktien","0,12","7,90","382.323","3.021.860","3.021.859,90","IT","GB00B8C3BL03","London Stock Exchange","Vereinigtes Königreich","GBP"
"TRN","TERNA RETE ELETTRICA NAZIONALE","Aktien","0,12","6,14","487.909","2.996.737","2.996.737,08","Versorger","IT0003242622","Borsa Italiana","Italien","EUR"
"KINV B","KINNEVIK CLASS B","Aktien","0,12","34,51","86.281","2.977.497","2.977.497,04","Financials","SE0014684528","Nasdaq Omx Nordic","Schweden","SEK"
"GN","GN STORE NORD","Aktien","0,12","68,81","43.227","2.974.515","2.974.514,67","Gesundheitsversorgung","DK0010272632","Omx Nordic Exchange Copenhagen A/S","Dänemark","DKK"
"MNDI","MONDI PLC","Aktien","0,12","18,43","160.390","2.955.575","2.955.574,84","Materialien","GB00B1CRLC47","London Stock Exchange","Vereinigtes Königreich","GBP"
"HEN","HENKEL AG","Aktien","0,12","81,00","36.481","2.954.961","2.954.961,00","Nichtzyklische Konsumgüter","DE0006048408","Xetra","Deutschland","EUR"
"LISP","CHOCOLADEFABRIKEN LINDT & SPRUENGL","Aktien","0,12","7.445,23","395","2.940.876","2.940.875,77","Nichtzyklische Konsumgüter","CH0010570767","SIX Swiss Exchange","Schweiz","CHF"
"STERV","STORA ENSO CLASS R","Aktien","0,12","14,29","205.268","2.932.253","2.932.253,38","Materialien","FI0009005961","Nasdaq Omx Helsinki Ltd.","Finnland","EUR"
"ACA","CREDIT AGRICOLE SA","Aktien","0,11","7,42","391.846","2.906.714","2.906.713,63","Financials","FR0000045072","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"LEG","LEG IMMOBILIEN N AG","Aktien","0,11","124,68","23.299","2.904.919","2.904.919,32","Immobilien","DE000LEG1110","Xetra","Deutschland","EUR"
"KPN","KONINKLIJKE KPN NV","Aktien","0,11","2,40","1.197.817","2.874.761","2.874.760,80","Kommunikation","NL0000009082","Euronext Amsterdam","Niederlande","EUR"
"DIM","SARTORIUS STEDIM BIOTECH SA","Aktien","0,11","318,00","9.005","2.863.590","2.863.590,00","Gesundheitsversorgung","FR0013154002","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"BAER","JULIUS BAER GRUPPE AG","Aktien","0,11","38,61","73.554","2.840.265","2.840.264,89","Financials","CH0102484968","Six Swiss Exchange Ag","Schweiz","CHF"
"HEI","HEIDELBERGCEMENT AG","Aktien","0,11","55,34","51.132","2.829.645","2.829.644,88","Materialien","DE0006047004","Xetra","Deutschland","EUR"
"HEIO","HEINEKEN HOLDING NV","Aktien","0,11","71,00","39.688","2.817.848","2.817.848,00","Nichtzyklische Konsumgüter","NL0000008977","Euronext Amsterdam","Niederlande","EUR"
"BNR","BRENNTAG AG","Aktien","0,11","55,36","50.805","2.812.565","2.812.564,80","Industrie","DE000A1DAHH0","Xetra","Deutschland","EUR"
"FORTUM","FORTUM","Aktien","0,11","18,05","155.420","2.805.331","2.805.331,00","Versorger","FI0009007132","Nasdaq Omx Helsinki Ltd.","Finnland","EUR"
"CA","CARREFOUR SA","Aktien","0,11","13,82","199.791","2.761.112","2.761.111,62","Nichtzyklische Konsumgüter","FR0000120172","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"ENR","SIEMENS ENERGY N AG","Aktien","0,11","21,71","127.119","2.759.753","2.759.753,49","Industrie","DE000ENER6Y0","Xetra","Deutschland","EUR"
"G24","SCOUT24 N AG","Aktien","0,11","75,80","36.299","2.751.464","2.751.464,20","Kommunikation","DE000A12DM80","Xetra","Deutschland","EUR"
"EPI A","EPIROC CLASS A","Aktien","0,11","12,49","220.057","2.748.786","2.748.785,94","Industrie","SE0011166933","Nasdaq Omx Nordic","Schweden","SEK"
"AENA","AENA SME SA","Aktien","0,11","116,70","23.480","2.740.116","2.740.116,00","Industrie","ES0105046009","Bolsa De Madrid","Spanien","EUR"
"MT","ARCELORMITTAL SA","Aktien","0,11","11,77","232.683","2.738.214","2.738.213,54","Materialien","LU1598757687","Euronext Amsterdam","Frankreich","EUR"
"ALO","ALSTOM SA","Aktien","0,11","41,27","65.991","2.723.449","2.723.448,57","Industrie","FR0010220475","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"ING","INGENICO GROUP SA","Aktien","0,11","137,50","19.675","2.705.313","2.705.312,50","IT","FR0000125346","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"PUM","PUMA","Aktien","0,11","81,76","33.078","2.704.457","2.704.457,28","Zyklische Konsumgüter ","DE0006969603","Xetra","Deutschland","EUR"
"HNR1","HANNOVER RUECK","Aktien","0,11","131,00","20.500","2.685.500","2.685.500,00","Financials","DE0008402215","Xetra","Deutschland","EUR"
"ELE","ENDESA SA","Aktien","0,11","23,74","112.848","2.679.012","2.679.011,52","Versorger","ES0130670112","Bolsa De Madrid","Spanien","EUR"
"IHG","INTERCONTINENTAL HOTELS GROUP PLC","Aktien","0,11","47,12","56.563","2.665.038","2.665.037,51","Zyklische Konsumgüter ","GB00BHJYC057","London Stock Exchange","Vereinigtes Königreich","GBP"
"MTX","MTU AERO ENGINES HOLDING AG","Aktien","0,10","150,35","17.618","2.648.866","2.648.866,30","Industrie","DE000A0D9PT0","Xetra","Deutschland","EUR"
"GRF","GRIFOLS SA CLASS A","Aktien","0,10","25,38","104.197","2.644.520","2.644.519,86","Gesundheitsversorgung","ES0171996087","Bolsa De Madrid","Spanien","EUR"
"UBI","UBISOFT ENTERTAINMENT SA CAT A","Aktien","0,10","83,02","31.808","2.640.700","2.640.700,16","Kommunikation","FR0000054470","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"PAH3","PORSCHE AUTOMOBIL HOLDING PREF","Aktien","0,10","49,81","52.719","2.625.933","2.625.933,39","Zyklische Konsumgüter ","DE000PAH0038","Xetra","Deutschland","EUR"
"DANSKE","DANSKE BANK","Aktien","0,10","12,05","217.697","2.623.411","2.623.410,98","Financials","DK0010274414","Omx Nordic Exchange Copenhagen A/S","Dänemark","DKK"
"PNDORA","PANDORA","Aktien","0,10","77,89","33.679","2.623.366","2.623.365,74","Zyklische Konsumgüter ","DK0060252690","Omx Nordic Exchange Copenhagen A/S","Dänemark","DKK"
"SK3","SMURFIT KAPPA GROUP PLC","Aktien","0,10","34,60","74.075","2.562.995","2.562.995,00","Materialien","IE00B1RR8406","Irish Stock Exchange - All Market","Irland","EUR"
"1COV","COVESTRO AG","Aktien","0,10","44,25","57.654","2.551.190","2.551.189,50","Materialien","DE0006062144","Xetra","Deutschland","EUR"
"UMI","UMICORE SA","Aktien","0,10","37,12","68.001","2.524.197","2.524.197,12","Materialien","BE0974320526","Nyse Euronext - Euronext Brussels","Belgien","EUR"
"ADEN","ADECCO GROUP AG","Aktien","0,10","47,93","52.247","2.504.351","2.504.350,56","Industrie","CH0012138605","Six Swiss Exchange Ag","Schweiz","CHF"
"BRBY","BURBERRY GROUP PLC","Aktien","0,10","17,44","142.482","2.484.569","2.484.568,94","Zyklische Konsumgüter ","GB0031743007","London Stock Exchange","Vereinigtes Königreich","GBP"
"NIBE B","NIBE INDUSTRIER CLASS B","Aktien","0,10","23,43","105.439","2.470.962","2.470.961,71","Industrie","SE0008321293","Nasdaq Omx Nordic","Schweden","SEK"
"KGF","KINGFISHER PLC","Aktien","0,10","3,40","725.878","2.469.736","2.469.735,74","Zyklische Konsumgüter ","GB0033195214","London Stock Exchange","Vereinigtes Königreich","GBP"
"KBX","KNORR BREMSE AG","Aktien","0,10","104,20","23.637","2.462.975","2.462.975,40","Industrie","DE000KBX1006","Xetra","Deutschland","EUR"
"CNHI","CNH INDUSTRIAL NV","Aktien","0,10","7,18","342.807","2.461.354","2.461.354,26","Industrie","NL0010545661","Borsa Italiana","Italien","EUR"
"HO","THALES SA","Aktien","0,10","65,74","37.405","2.459.005","2.459.004,70","Industrie","FR0000121329","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"SCA B","SVENSKA CELLULOSA B","Aktien","0,10","11,97","204.895","2.452.381","2.452.380,71","Materialien","SE0000112724","Nasdaq Omx Nordic","Schweden","SEK"
"ELISA","ELISA","Aktien","0,10","51,04","47.948","2.447.266","2.447.265,92","Kommunikation","FI0009007884","Nasdaq Omx Helsinki Ltd.","Finnland","EUR"
"TEMN","TEMENOS AG","Aktien","0,10","113,73","21.347","2.427.769","2.427.769,42","IT","CH0012453913","Six Swiss Exchange Ag","Schweiz","CHF"
"UU.","UNITED UTILITIES GROUP PLC","Aktien","0,09","9,95","241.151","2.399.888","2.399.887,77","Versorger","GB00B39J2M42","London Stock Exchange","Vereinigtes Königreich","GBP"
"ABF","ASSOCIATED BRITISH FOODS PLC","Aktien","0,09","20,19","117.232","2.367.044","2.367.043,85","Nichtzyklische Konsumgüter","GB0006731235","London Stock Exchange","Vereinigtes Königreich","GBP"
"NEXI","NEXI","Aktien","0,09","16,00","147.770","2.364.320","2.364.320,00","IT","IT0005366767","Borsa Italiana","Italien","EUR"
"MRO","MELROSE INDUSTRIES PLC","Aktien","0,09","1,41","1.678.826","2.362.234","2.362.233,55","Industrie","GB00BZ1G4322","London Stock Exchange","Vereinigtes Königreich","GBP"
"CCEP","COCA COLA EUROPEAN PARTNERS PLC","Aktien","0,09","34,04","69.333","2.360.297","2.360.297,46","Nichtzyklische Konsumgüter","GB00BDCPN049","New York Stock Exchange Inc.","Niederlande","USD"
"MONC","MONCLER","Aktien","0,09","36,79","64.123","2.359.085","2.359.085,17","Zyklische Konsumgüter ","IT0004965148","Borsa Italiana","Italien","EUR"
"EMSN","EMS-CHEMIE HOLDING AG","Aktien","0,09","815,34","2.885","2.352.267","2.352.267,32","Materialien","CH0016440353","SIX Swiss Exchange","Schweiz","CHF"
"SKF B","SKF B","Aktien","0,09","18,45","127.109","2.345.665","2.345.665,04","Industrie","SE0000108227","Nasdaq Omx Nordic","Schweden","SEK"
"GVC","GVC HOLDINGS PLC","Aktien","0,09","11,65","200.908","2.341.516","2.341.516,36","Zyklische Konsumgüter ","IM00B5VQMV65","London Stock Exchange","Vereinigtes Königreich","GBP"
"MOWI","MOWI","Aktien","0,09","15,79","147.865","2.334.240","2.334.240,33","Nichtzyklische Konsumgüter","NO0003054108","Oslo Bors Asa","Norwegen","NOK"
"ORK","ORKLA","Aktien","0,09","8,69","267.368","2.323.389","2.323.389,32","Nichtzyklische Konsumgüter","NO0003733800","Oslo Bors Asa","Norwegen","NOK"
"INF","INFORMA PLC","Aktien","0,09","4,53","510.196","2.311.332","2.311.332,20","Kommunikation","GB00BMJ6DW54","London Stock Exchange","Vereinigtes Königreich","GBP"
"LISN","CHOCOLADEFABRIKEN LINDT & SPRUENGL","Aktien","0,09","79.670,51","29","2.310.452","2.310.451,82","Nichtzyklische Konsumgüter","CH0010570759","SIX Swiss Exchange","Schweiz","CHF"
"FR","VALEO SA","Aktien","0,09","27,13","84.140","2.282.718","2.282.718,20","Zyklische Konsumgüter ","FR0013176526","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"ATO","ATOS","Aktien","0,09","70,46","32.333","2.278.183","2.278.183,18","IT","FR0000051732","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"EN","BOUYGUES SA","Aktien","0,09","30,67","74.190","2.275.407","2.275.407,30","Industrie","FR0000120503","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"BOL","BOLIDEN","Aktien","0,09","24,68","91.356","2.254.909","2.254.909,25","Materialien","SE0012455673","Nasdaq Omx Nordic","Schweden","SEK"
"ATL","ATLANTIA","Aktien","0,09","13,27","169.780","2.252.132","2.252.131,70","Industrie","IT0003506190","Borsa Italiana","Italien","EUR"
"AGS","AGEAS SA","Aktien","0,09","35,44","62.569","2.217.445","2.217.445,36","Financials","BE0974264930","Nyse Euronext - Euronext Brussels","Belgien","EUR"
"SVT","SEVERN TRENT PLC","Aktien","0,09","27,99","78.928","2.208.933","2.208.933,28","Versorger","GB00B1FH8J72","London Stock Exchange","Vereinigtes Königreich","GBP"
"PRY","PRYSMIAN","Aktien","0,09","26,45","83.098","2.197.942","2.197.942,10","Industrie","IT0004176001","Borsa Italiana","Italien","EUR"
"PUB","PUBLICIS GROUPE SA","Aktien","0,09","30,61","71.619","2.192.258","2.192.257,59","Kommunikation","FR0000130577","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"ACS","ACS ACTIVIDADES DE CONSTRUCCION Y","Aktien","0,09","23,48","92.329","2.167.885","2.167.884,92","Industrie","ES0167050915","Bolsa De Madrid","Spanien","EUR"
"FBK","FINECOBANK BANCA FINECO","Aktien","0,09","12,15","178.397","2.167.524","2.167.523,55","Financials","IT0000072170","Borsa Italiana","Italien","EUR"
"AKE","ARKEMA SA","Aktien","0,09","94,38","22.947","2.165.738","2.165.737,86","Materialien","FR0010313833","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"SGRE","SIEMENS GAMESA RENEWABLE ENERGY SA","Aktien","0,08","25,73","83.422","2.146.448","2.146.448,06","Industrie","ES0143416115","Bolsa De Madrid","Spanien","EUR"
"SLA","STANDARD LIFE ABERDEEN PLC","Aktien","0,08","2,70","787.896","2.131.006","2.131.006,16","Financials","GB00BF8Q6K64","London Stock Exchange","Vereinigtes Königreich","GBP"
"BDEV","BARRATT DEVELOPMENTS PLC","Aktien","0,08","6,01","352.876","2.121.879","2.121.879,32","Zyklische Konsumgüter ","GB0000811801","London Stock Exchange","Vereinigtes Königreich","GBP"
"SKA B","SKANSKA B","Aktien","0,08","18,54","113.507","2.103.986","2.103.985,74","Industrie","SE0000113250","Nasdaq Omx Nordic","Schweden","SEK"
"EDF","ELECTRICITE DE FRANCE SA","Aktien","0,08","10,11","204.664","2.068.130","2.068.129,72","Versorger","FR0010242511","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"BALN","BALOISE HOLDING AG","Aktien","0,08","125,42","16.436","2.061.456","2.061.455,65","Financials","CH0012410517","SIX Swiss Exchange","Schweiz","CHF"
"AUTO","AUTO TRADER GROUP PLC","Aktien","0,08","6,36","322.624","2.051.988","2.051.988,42","Kommunikation","GB00BVYVFW23","London Stock Exchange","Vereinigtes Königreich","GBP"
"UHR","THE SWATCH GROUP AG","Aktien","0,08","203,79","10.025","2.042.989","2.042.988,72","Zyklische Konsumgüter ","CH0012255151","Six Swiss Exchange Ag","Schweiz","CHF"
"BVI","BUREAU VERITAS SA","Aktien","0,08","19,98","101.842","2.034.294","2.034.293,95","Industrie","FR0006174348","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"SEV","SUEZ SA","Aktien","0,08","15,81","128.221","2.026.533","2.026.532,91","Versorger","FR0010613471","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"DCC","DCC PLC","Aktien","0,08","59,58","33.945","2.022.380","2.022.379,97","Industrie","IE0002424939","London Stock Exchange","Vereinigtes Königreich","GBP"
"UN01","UNIPER","Aktien","0,08","27,72","72.916","2.021.232","2.021.231,52","Versorger","DE000UNSE018","Xetra","Deutschland","EUR"
"ALFA","ALFA LAVAL","Aktien","0,08","18,77","107.669","2.020.764","2.020.764,25","Industrie","SE0000695876","Nasdaq Omx Nordic","Schweden","SEK"
"CABK","CAIXABANK SA","Aktien","0,08","1,63","1.237.430","2.010.824","2.010.823,75","Financials","ES0140609019","Bolsa De Madrid","Spanien","EUR"
"YAR","YARA INTERNATIONAL","Aktien","0,08","31,91","62.853","2.005.345","2.005.345,06","Materialien","NO0010208051","Oslo Bors Asa","Norwegen","NOK"
"SMIN","SMITHS GROUP PLC","Aktien","0,08","15,33","130.514","2.000.950","2.000.950,43","Industrie","GB00B1WY2338","London Stock Exchange","Vereinigtes Königreich","GBP"
"ADM","ADMIRAL GROUP PLC","Aktien","0,08","29,91","66.672","1.994.206","1.994.206,41","Financials","GB00B02J6398","London Stock Exchange","Vereinigtes Königreich","GBP"
"NWG","NATWEST GROUP PLC","Aktien","0,08","1,20","1.654.717","1.992.558","1.992.557,97","Financials","GB00B7T77214","London Stock Exchange","Vereinigtes Königreich","GBP"
"ICSSAGD","BLK ICS GBP LIQ AGENCY DIS","Money Market","0,08","1,11","1.775.294","1.963.042","1.963.041,96","Cash und/oder Derivate","IE00B52L4369","-","Irland","GBP"
"TMV","TEAMVIEWER AG","Aktien","0,08","44,36","43.963","1.950.199","1.950.198,68","IT","DE000A2YN900","Xetra","Deutschland","EUR"
"BKG","BERKELEY GROUP HOLDINGS (THE) PLC","Aktien","0,08","47,79","40.448","1.933.041","1.933.041,47","Zyklische Konsumgüter ","GB00B02L3W35","London Stock Exchange","Vereinigtes Königreich","GBP"
"SPSN","SWISS PRIME SITE AG","Aktien","0,08","77,39","24.934","1.929.587","1.929.587,14","Immobilien","CH0008038389","SIX Swiss Exchange","Schweiz","CHF"
"BARN","BARRY CALLEBAUT AG","Aktien","0,08","1.938,18","987","1.912.993","1.912.992,61","Nichtzyklische Konsumgüter","CH0009002962","SIX Swiss Exchange","Schweiz","CHF"
"TEL2 B","TELE2 B","Aktien","0,08","11,58","164.928","1.909.413","1.909.412,96","Kommunikation","SE0005190238","Nasdaq Omx Nordic","Schweden","SEK"
"STJ","ST JAMESS PLACE PLC","Aktien","0,08","10,63","179.493","1.907.746","1.907.746,36","Financials","GB0007669376","London Stock Exchange","Vereinigtes Königreich","GBP"
"BIM","BIOMERIEUX SA","Aktien","0,08","142,50","13.385","1.907.363","1.907.362,50","Gesundheitsversorgung","FR0013280286","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"SW","SODEXO SA","Aktien","0,07","62,60","29.734","1.861.348","1.861.348,40","Zyklische Konsumgüter ","FR0000121220","Nyse Euronext - Euronext Paris","Frankreich","EUR"
"SOLB","SOLVAY SA","Aktien","0,07","76,94","24.144","1.857.639","1.857.639,36","Materialien","BE0003470755","Nyse Euronext - Euronext Brussels","Belgien","EUR"
"HL.","HARGREAVES LANSDOWN PLC","Aktien","0,07","16,34","112.700","1.841.242","1.841.241,53","Financials","GB00B1VZ0M25","London Stock Exchange","Vereinigtes Königreich","GBP"
"VIFN","VIFOR PHARMA AG","Aktien","0,07","117,13","15.651","1.833.201","1.833.201,37","Gesundheitsversorgung","CH0364749348","SIX Swiss Exchange","Schweiz","CHF"
"KGX","KION GROUP AG","Aktien","0,07","78,70","23.290","1.832.923","1.832.923,00","Industrie","DE000KGX8881","Xetra","Deutschland","EUR"
"RAND","RANDSTAD HOLDING","Aktien","0,07","46,20","39.584","1.828.781","1.828.780,80","Industrie","NL0000379121","Euronext Amsterdam","Niederlande","EUR"
