Fondsposition per,"09.Okt.2020"
 
Emittententicker,Name,Anlageklasse,Gewichtung (%),Kurs,Nominale,Marktwert,Nominalwert,Sektor,ISIN,Börse,Standort,Marktwährung
"CTT","CTT CORREIOS DE PORTUGAL SA","Aktien","0,03","3,03","114.543","347.113","347.113,31","Industrie","PTCTT0AM0001","Nyse Euronext - Euronext Lisbon","Portugal","EUR"
"035600","INICIS LTD","Aktien","0,03","18,17","16.513","299.976","299.976,02","IT","KR7035600006","Korea Exchange (Kosdaq)","Korea","KRW"
"2120","LIFULL LTD","Aktien","0,03","3,97","67.963","269.523","269.523,42","Kommunikation","JP3758140002","Tokyo Stock Exchange","Japan","JPY"
"USD","USD CASH","Geldmarkt","0,02","100,00","219.369","219.369","219.369,21","Cash und/oder Derivate","-","-","Vereinigte Staaten","USD"
"JPY","JPY CASH","Geldmarkt","0,02","0,95","21.197.098","200.626","200.625,60","Cash und/oder Derivate","-","-","Japan","JPY"
"KRW","KRW CASH","Geldmarkt","0,01","0,09","111.715.374","96.870","96.870,04","Cash und/oder Derivate","-","-","Korea","KRW"
"TWD","TWD CASH","Geldmarkt","0,01","3,49","2.249.186","78.399","78.398,90","Cash und/oder Derivate","-","-","Taiwan","TWD"
"AUD","AUD CASH","Geldmarkt","0,01","72,28","90.602","65.483","65.482,88","Cash und/oder Derivate","-","-","Australien","AUD"
"EUR","EUR CASH","Geldmarkt","0,00","118,14","41.970","49.586","49.586,00","Cash und/oder Derivate","-","-","Europäische Union","EUR"
"INR","INR CASH","Geldmarkt","0,00","1,37","3.008.790","41.135","41.134,60","Cash und/oder Derivate","-","-","Indien","INR"
"CAD","CAD CASH","Geldmarkt","0,00","76,14","46.051","35.061","35.060,87","Cash und/oder Derivate","-","-","Kanada","CAD"
"BRL","BRL CASH","Geldmarkt","0,00","18,09","145.684","26.355","26.355,42","Cash und/oder Derivate","-","-","Brasilien","BRL"
"SGD","SGD CASH","Geldmarkt","0,00","73,88","34.667","25.612","25.611,68","Cash und/oder Derivate","-","-","Singapur","SGD"
"CHF","CHF CASH","Geldmarkt","0,00","109,69","23.329","25.588","25.588,38","Cash und/oder Derivate","-","-","Schweiz","CHF"
"GBP","GBP CASH","Geldmarkt","0,00","129,98","19.648","25.538","25.538,17","Cash und/oder Derivate","-","-","Vereinigtes Königreich","GBP"
"ZAR","ZAR CASH","Geldmarkt","0,00","6,09","411.596","25.050","25.049,62","Cash und/oder Derivate","-","-","Südafrika","ZAR"
"HKD","HKD CASH","Geldmarkt","0,00","12,90","178.939","23.089","23.088,70","Cash und/oder Derivate","-","-","Hongkong","HKD"
"DKK","DKK CASH","Geldmarkt","0,00","15,87","110.089","17.476","17.476,48","Cash und/oder Derivate","-","-","Dänemark","DKK"
"NOK","NOK CASH","Geldmarkt","0,00","10,92","151.264","16.520","16.519,76","Cash und/oder Derivate","-","-","Norwegen","NOK"
"SEK","SEK CASH","Geldmarkt","0,00","11,38","133.341","15.171","15.170,66","Cash und/oder Derivate","-","-","Schweden","SEK"
"NZD","NZD CASH","Geldmarkt","0,00","66,59","1.541","1.026","1.026,44","Cash und/oder Derivate","-","-","Neuseeland","NZD"
 
